"","name","cbprofile","totalfunding","totalfundingcurrency","ipostatus","lastfundingtype","employees","industries","headquarters","description","transactionname","tnamelink","founders","website","companytype","email","revenue","yearfounded","lastfunding","lastfundingcurrency","industrygroup","status","lastfundingdate"
"1961","HayBeeSee","https://www.crunchbase.com/organization/haybeesee",610000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/haybeesee","Agriculture, AgTech, Artificial Intelligence, Machine Learning, Robotics, Software","London, England, United Kingdom","HayBeeSee is introducing fundamental change to ""agronomy"" and farming best-practice utilising state-of-the-art robotics and AI.        We are creating a novel robotics platform allowing large daily coverage as well as close proximity sensing and interaction for farmers.        The world of agri-tech is fast moving towards precision agriculture & robotics, yet farmers today lack access to any real products that deliver quality data or impact on their farm at all.     Meet the CropHopper®, world’s first robot designed for fast and efficient jumping across fields to scan crops, identify weeds (single leaf), aphids & other bugs, early signs of disease, tiller-count, plant count, grain-counts per head as well as to carry out mechanical weeding and spot spraying.         Lightweight, jumping all season, even in growing crops. An integrated, full-season management strategy.","—",NA,"Fred Miller","http://www.HayBeeSee.com","For Profit","—","Less than $1M","2016",610000,"GBP","Agriculture and Farming, Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software","Active",2018-01-01
"1962","Salve","https://www.crunchbase.com/organization/salve",520000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/salve","Health Care, Medical","London, England, United Kingdom","Salve provides digital healthcare solutions for the healthcare industry. Salve's product Side (Salve Intelligent Delivery Engine), sends notifications to patients about their appointments and medications, sends letters from doctors, and provides images or videos of ultrasound scans. The company's goal is to support medical teams' innovative, cutting-edge care delivery. Salve's technology helps relieve systemic stress, improve patient satisfaction, and increase outcomes.","—",NA,"Charlie Kenny, Elin N.","https://www.salveapp.co.uk","For Profit","contact@salveapp.co.uk","Less than $1M","2016",NA,"—","Health Care","Active",2020-08-13
"1963","Avasa AI","https://www.crunchbase.com/organization/avasa-ai",308000,"GBP","Private","Pre-Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/avasa-ai","Artificial Intelligence, Human Resources, Real Estate, Rental Property","London, England, United Kingdom","Avasa AI was formed from the slow, tortuous and frustrating rental search experience of its founders in 2016. The company aims to revolutionise the rental experience for tenants, putting tenants’ needs at the heart of the process and bringing it into the 21st century.        It does so by combining smart technology, deep industry know-how and thoughtful human interaction. Avasa’s Artificial Intelligence (AI) enabled search engine and Natural Language Processing (NLP) chatbot, built with the assistance of hundreds of tenants, deliver a uniquely seamless, efficient and transparent experience for tenants.  Avasa’s AI and NLP technology, combined with an end-to-end ‘search and finalise’ platform, significantly cuts down time spent on finding the home that fits tenants’ lifestyle needs.         Our multi-disciplinary team of experts is dedicated to providing the most transparent and efficient end-to-end solution for rental search, putting tenants first.  Avasa AI operates in the UK, covering all major cities.","—",NA,"Mayank Mathur","https://avasa.ai","For Profit","mathur.mayank@gmail.com","$1M to $10M","2016",308000,"GBP","Administrative Services, Artificial Intelligence, Data and Analytics, Real Estate, Science and Engineering, Software","Active",2018-09-10
"1964","Krowd","https://www.crunchbase.com/organization/krowdit",120000,"USD","Private","Pre-Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/krowdit","E-Commerce, Information Technology, Payments","London, England, United Kingdom","Krowd creates a Customer Acquisition Marketplace (CAMTM) that allows retailers to strategically bid in real-time on cardholders, enabling offer sourcing at scale. Due to the tactical capabilities of the CAMT and its auction system, high-quality, behavior-changing offers are guaranteed. Krowd combines transaction data with data from third parties to provide small and large merchants with hyper-personalized offers.","—",NA,"Bilal Al-Qureshi, Omar Rafii","http://krowdit.com/","For Profit","—","Less than $1M","2016",120000,"USD","Commerce and Shopping, Financial Services, Information Technology, Payments","Active",2019-02-01
"1965","Xihelm","https://www.crunchbase.com/organization/xihelm",10000,"GBP","Private","Series A","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/xihelm","Agriculture, Artificial Intelligence, Computer, Machine Learning, Robotics","London, England, United Kingdom","Xihelm is developing the first viable automated handwork robot using its own 3D AI computer vision platform.","—",NA,"James Kent","http://www.xihelm.com/","For Profit","—","—","2016",NA,"—","Agriculture and Farming, Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software","Active",2019-10-10
"1966","kitmytrip","https://www.crunchbase.com/organization/kit-my-trip",301000,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/kit-my-trip","Tourism, Travel","Wokingham, Wokingham, United Kingdom","Kitmytrip is a social travel marketplace. They provide transformative travel services to meet the needs of the digital traveler. They reduce the complexities of the current travel planning and booking process. The mission of Kitmytrip is to transform travel services to meet the needs of today's digital travelers.","—",NA,"Ashish Sidhra, Saurabh Bhatnagar","https://www.kitmytrip.com/","For Profit","partners@kitmytrip.com","—","2016",108000,"USD","Travel and Tourism","Active",2019-09-16
"1967","ABAKA Holdings","https://www.crunchbase.com/organization/abaka-holdings",14820000,"USD","Private","Series A","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/abaka-holdings","Artificial Intelligence, Finance, Financial Services, FinTech, Information Technology, Machine Learning, Retirement, SaaS, Software","London, England, United Kingdom","ABAKA is world's first digital saving and retirement enterprise SaaS platform, powered by Artificial Intelligence. Our innovative technologies enable financial institutions to power digital saving and retirement solutions and deliver scalable and affordable advice on pensions, savings and investments to their retail customers. ABAKA’s library of modular applications helps our enterprise clients to power conversational AI, personalised and behavioural nudges, big data insights, financial dashboards and outstanding customer experiences.        Today over 9 million people have access to the ABAKA technologies through our clients, and our technologies are licensed by Tier one international banks, pension providers and asset managers across multiple countries.         ABAKA’s enterprise solutions enable financial institutions to power:    •	Conversational AI: on pensions, savings and investments, for both fully digital and hybrid advice. The proprietary NLP models take vast quantities of user behavioural and financial data to intelligently manage a human like conversation.    •	Intelligent Behavioural Nudges: machine learning models to identify persona segmentation, power personalised insights and nudges to increase engagement and up-sell opportunities, across digital channels.    •	Digital financial dashboards: data aggregation technology powering Open Banking, Pension Tracing and Pension Dashboards.    •	Financial Planning Engine: retirement planning, cash flow modelling, suitability assessment, Monte-Carlo simulations for outcome & scenario driven advice","—",NA,"Benoit Launay, Fahd Rachidy","http://www.abaka.me/","For Profit","fahd@abaka.me","$1M to $10M","2016",5e+06,"USD","Artificial Intelligence, Community and Lifestyle, Data and Analytics, Financial Services, Information Technology, Other, Science and Engineering, Software","Active",2022-05-06
"1968","OXTO Energy","https://www.crunchbase.com/organization/oxto-energy",3e+05,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/oxto-energy","Energy, Renewable Energy, Solar","Guildford, Surrey, United Kingdom","OXTO Energy has developed an innovative flywheel energy storage system to enable a sustainable, low-carbon future. A flywheel is considered a mechanical battery that stores kinetic energy in the form of a rotating mass. Designed to work alongside renewable technologies such as wind and solar, the flywheel allows intermittent renewable generation to continue generating, even when the energy is not necessarily required. The excess energy gets stored in OXTO’s steel flywheels and then released when demand increases. This allows for a further uptake of renewable generation and more homes to be supplied with clean, non-polluting energy.","—",NA,"George Prassinos","http://www.oxtoenergy.com/","For Profit","hello@oxtoenergy.com","—","2016",NA,"—","Energy, Natural Resources, Sustainability","Active",2022-06-09
"1969","Paytia","https://www.crunchbase.com/organization/paytia",1200000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/paytia","Financial Services, Payments","London, England, United Kingdom","Paytia is a specialist telephone payment processor. Paytia's systems allow businesses to take payment card details from their customers without putting their card data at risk over the phone.","—",NA,"—","https://www.paytia.com/","For Profit","sales@paytia.com","—","2016",1200000,"GBP","Financial Services, Payments","Active",2020-10-27
"1970","Airsupply","https://www.crunchbase.com/organization/airsupply",487000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/airsupply","Education, Human Resources, Marketplace","London, England, United Kingdom","Airsupply is an on-demand teacher marketplace. Providing vetted and verified, substitute and supply teachers we are helping schools save money and paying teachers more.","Airsupply acquired by Subsy","https://www.crunchbase.com/acquisition/subsy-acquires-airsupply--81cf2430","Duncan Verry, Karin Hogsander, Raza Khan","https://www.airsupply.org.uk/","For Profit","—","—","2016",237000,"GBP","Administrative Services, Commerce and Shopping, Education","Active",2018-09-16
"1971","Neo AI","https://www.crunchbase.com/organization/neo-ai",10000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/neo-ai","Artificial Intelligence, Developer Platform, E-Learning, Machine Learning, Software","London, England, United Kingdom","Neo AI develops a technology that makes using machine learning cheaper and faster, enabling new applications around different industries and making complex computations available to more customers.","—",NA,"Ivan Kavalerov","http://neo-ai.com/","For Profit","contact@neo-ai.com","—","2016",10000,"GBP","Artificial Intelligence, Data and Analytics, Education, Science and Engineering, Software","Active",2016-09-08
"1972","Jump","https://www.crunchbase.com/organization/jump-work",NA,"—","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/jump-work","Analytics, Information Services, Information Technology, Software","London, England, United Kingdom","Launched in late 2018 after 2 years of R&D supported by competitive grant funding from the UK & NL Government, Jump is a people analytics platform that gives everyone a chance to succeed. By understanding what makes people unique and linking this to business outcomes, Jump gives more personalised job recommendations to professionals, in turn attracting much better job applications to businesses. Win:win for both!        Jump is backed by outstanding investors whose successes include Revolut, CarWow, GoodLord, Magic Pony and many others. Jump collaborates with Imperial College and other top UK Universities in the development of the data science and algorithms behind Jump.        Looking for new career options or just a change of scenery? Sign up and receive personalised job matches - absolutely and always for free - at https://app.jump.work/jobs        Looking to transform your talent attraction using people analytics? Drop me a note and we can chat!","Jump acquired by Jobandtalent","https://www.crunchbase.com/acquisition/jobandtalent-acquires-jump-work--e42af437","Andrea Consonni, Marja Verbon","https://jump.work/","For Profit","team@jump.work","$1M to $10M","2016",NA,"—","Data and Analytics, Information Technology, Software","Active",2019-02-01
"1973","Pinga","https://www.crunchbase.com/organization/pinga",689500,"GBP","Private","Pre-Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/pinga","Crowdsourcing, Delivery","London, England, United Kingdom","Pinga is the first app in the UK that allows anyone to ask someone nearby to help with a 'small life emergency'.We are Pinga (www.pinga.co.uk) and we let people tap a button and get anything delivered to their door in 60 minutes. We also help people earn money doing small tasks for people in their community, when and where they want. By connecting these two groups, we want to change society to make it more normal to help people around you.","—",NA,"Jack Rubin, Michael Goulden","https://www.pinga.co.uk","For Profit","hello@pinga.co.uk","Less than $1M","2016",3e+05,"GBP","Administrative Services, Other","Closed",2020-04-20
"1974","Findoc","https://www.crunchbase.com/organization/findoc",1400000,"EUR","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/findoc","Fitness, Health Care, Information Technology, Medical, Wellness","London, England, United Kingdom","FINDoC is a website for booking appointments with healthcare professionals. We make it easy for patients to access the latest information and reviews for healthcare providers in their area.    There’s a growing demand among patients to book their healthcare appointments online. In this Internet age, consumers are used to making all their bookings online, from hotels and flights to restaurant reservations. With FINDoC, patients can now benefit from the same level of convenience when it comes to booking their medical appointments.","—",NA,"Martin Cerny, Sylvain Vuillen, Xavier Bernal","http://www.findoc.co.uk","For Profit","contact@findoc.co.uk","—","2016",1400000,"EUR","Health Care, Information Technology, Sports","Active",2017-10-05
"1975","KITE EDGE LTD","https://www.crunchbase.com/organization/kite-edge-ltd",985706,"USD","Private","Pre-Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/kite-edge-ltd","Big Data, Financial Services, FinTech, Information Technology, SaaS, Search Engine, Semantic Search, Trading Platform","London, England, United Kingdom","KiteEdge is building the next generation of enterprise search, specifically targeted to the Asset Management Industry. Our SAAS Platform, APEX, consumes financial research - produced by both independent researchers and the large financial institutes - and co-mingles with news, internal documents, emails, and other forms of unstructured content.         Content is indexed, tagged and processed by our semantic analysis engine (NLP & modified Okapi algorithms) to build industry data and relationship models in the form of knowledge graphs. These graphs are combined with 'Cognitive Ontology' to help asset managers make investment decisions.         Benefits move beyond productivity and finding insight to include: simplified MiFID II compliance reporting; research consumption metrics for vendor management/strategic decision making; improved research evaluation/bench-marking capabilities; and critically, the discovery and interpretation of new relationships that can help individuals/teams to create alpha.","—",NA,"Derek Ewing, James Flavin, Jeremy Phillips, Neil Scarth","http://www.kiteedge.co.uk/","For Profit","info@kiteedge.co.uk","—","2016",40000,"USD","Data and Analytics, Financial Services, Information Technology, Internet Services, Lending and Investments, Software","Active",2019-09-01
"1976","The Adventure People","https://www.crunchbase.com/organization/the-adventure-people",915000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/the-adventure-people","Adventure Travel, E-Commerce, Tourism, Travel, Travel Agency","London, England, United Kingdom","Founded in 2016 The Adventure People is bringing local adventure operators around the world onto one platform for customers to find and book their adventure holiday directly with local businesses.  Focusing on Multi-day tours and utilising in-house unique technology the business provides smaller and independent local businesses a way to reach more customers and generate more bookings whilst also providing customers with more choice and much better value than offered by market incumbents.  Founded by Chris Roche, former CCO at both Travelrepublic and Loveholidays - both of which had successful transactions and both of which were named as the fastest growing companies in the UK - The Adventure People aims to disrupt the current market incumbents by allowing the local providers to reach customers directly.","—",NA,"Chris Roche","https://theadventurepeople.com","For Profit","hello@theadventurepeople.com","—","2016",NA,"—","Commerce and Shopping, Travel and Tourism","Active",2022-01-22
"1977","Potentially","https://www.crunchbase.com/organization/potentially",150000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/potentially","Career Planning, Content Discovery, E-Learning, EdTech, Education, Higher Education, Software","London, England, United Kingdom","Potential.ly is the premier university skills and career readiness portal. The company is creating revolutionary and user-friendly software that will revolutionize online education, career services, employability, personal development, digital skill development, graduate social mobility, and training.","—",NA,"Abdul Waheed Mohammed, J T, Norbert Morawetz, Trevor Bezzina","http://www.potential.ly","For Profit","team@potential.ly","Less than $1M","2016",150000,"GBP","Content and Publishing, Education, Media and Entertainment, Professional Services, Software","Active",2018-05-01
"1978","StreamPlus","https://www.crunchbase.com/organization/stream-plus",30000,"EUR","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/stream-plus","Advertising, Apps, Internet, Online Auctions, Software, TV, Video","London, England, United Kingdom","Stream.Plus is the future of branded video distribution. Brands who have quality video content often lack control over the distribution and monetization of that content. Stream.Plus creates mobile and web apps for branded, interactive online TV channels that create a direct connection between consumers and brands.","—",NA,"Jirka Bachel, Marek Novy","http://www.stream-plus.com/","For Profit","marek@stream.plus","—","2016",30000,"EUR","Advertising, Apps, Commerce and Shopping, Internet Services, Media and Entertainment, Sales and Marketing, Software, Video","Closed",2016-02-17
"1979","Digital Profile","https://www.crunchbase.com/organization/digital-profile",475000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/digital-profile","Career Planning, Human Resources, Internet, Online Portals","Cardiff, Cardiff, United Kingdom","Our vision is to establish the world’s best community for tech & devs to share, learn, and build their skills & careers. Built on our values of control, privacy & transparency","—",NA,"Daniel Lewis","http://digitalprofile.com","For Profit","info@westryve.com","$1M to $10M","2016",275000,"GBP","Administrative Services, Internet Services, Professional Services","Closed",2018-01-18
"1980","Know the Origin","https://www.crunchbase.com/organization/know-the-origin",3e+05,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/know-the-origin","Fashion, Retail, Textiles","Manchester, Manchester, United Kingdom","Know the Origin is provides fairtrade and Organic ethical fashion for men and women.","—",NA,"Charlotte Instone, Laura Lodge","https://knowtheorigin.com/","For Profit","hello@knowtheorigin.com","$1M to $10M","2016",3e+05,"GBP","Clothing and Apparel, Commerce and Shopping, Design, Manufacturing","Active",2020-04-27
"1981","flatfair","https://www.crunchbase.com/organization/flatfair",13234348,"USD","Private","Series A","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/flatfair","FinTech, Real Estate, Rental Property","London, England, United Kingdom","Inspired by the widespread success of deposit alternative schemes in Germany and Switzerland, flatfair has partnered with some of the biggest letting agents across the UK to offer innovative rental solutions for tenants and landlords.         Tenants can use our No Deposit solution to secure a new home with just their debit card, paying a small, one-off check-in fee worth only one week’s rent (+VAT), settling any damage charges when it’s time to move out (a bit like checking out of a hotel).        Landlords can top-up their protection with Boost. A solution that offers up to six weeks of extra protection along with fast cost recovery the day after charges are agreed with tenants. It can be used to add protection to a traditional deposit, or on top of flatfair’s No Deposit.        Everything is handled through flatfair’s easy-to-use online platform, where tenants and landlords can handle end of tenancy charges quickly and fairly. And if they can’t agree, government-backed independent adjudicators are on hand to help out.        flatfair's technology makes life easier for agents too, from registration and change of sharer right through to check-out – they’ll also get a commission for bringing on new tenants and landlords too.","—",NA,"Bartosz Alksnin, Daniel Jeczmien, Franz Dörr","http://flatfair.co.uk","For Profit","support@flatfair.co.uk","—","2016",1.1e+07,"USD","Financial Services, Real Estate","Active",2019-08-14
"1982","SOSURE","https://www.crunchbase.com/organization/so-sure",8686895,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/so-sure","Financial Services, Insurance, InsurTech, Mobile Devices, Online Portals","London, England, United Kingdom","SO-SURE is on a mission to restore consumer trust in insurance, globally.     As a fully delegated authority MGA, SO-SURE digitalised the entire value chain of insurance, developed proprietary model and anti-fraud technology to deliver win-win insurance:    1)For consumers:    - If you claim: 10x faster and easier claim experience    - if you don't claim: up to 80% money back, every year    2) For underwriters:     - addressable market increased     - loss ratio reduced","—",NA,"Dylan Bourguignon","http://www.wearesosure.com","For Profit","hello@so-sure.com","$1M to $10M","2016",2600000,"GBP","Consumer Electronics, Financial Services, Hardware, Internet Services, Mobile","Active",2020-07-01
"1983","Cypher Coders","https://www.crunchbase.com/organization/cyphercoders",1082000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/cyphercoders","Child Care, Children, Collaboration, Computer, Education, Information Technology, Language Learning","London, England, United Kingdom","Cypher inspires children to learn the language of the future through hands-on creative coding camps and courses. Cypher inspires children to learn the language of the future through a proprietary creatively themed coding education.  Cypher's EdTech platform delivers its creatively themed computer science education to children age 6 - 12+ through courses taught at holiday camps, after school clubs, weekend courses or 1 to 1 tuition.","—",NA,"Elizabeth Tweedale","https://www.cyphercoders.com/","For Profit","hi@cyphercoders.com","—","2016",422000,"GBP","Community and Lifestyle, Consumer Electronics, Education, Hardware, Health Care, Information Technology, Other","Active",2021-09-08
"1984","Vertical Future","https://www.crunchbase.com/organization/vertical-future",26199910,"GBP","Private","Series A","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/vertical-future","—","London, England, United Kingdom","Vertical Future is a technology company focused on building a better, more sustainable urban food production and supply system.","—",NA,"Jamie Burrows, Marie Burrows","https://www.verticalfuture.co.uk/","For Profit","info@verticalfuture.co.uk","—","2016",2.1e+07,"GBP","—","Active",2022-01-18
"1985","Donr","https://www.crunchbase.com/organization/donr",650000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/donr","Internet","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","Donr is a tech-for-good organisation. They charge a fair fee, which is invested in their platform and tools to lower the cost of fundraising for the charities they support.","—",NA,"Chris Newell, Paul Paterson","https://www.donr.com/","For Profit","hello@donr.com","$1M to $10M","2016",350000,"GBP","Internet Services","Active",2020-05-01
"1986","Xbim","https://www.crunchbase.com/organization/xbim",5e+05,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/xbim","—","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom","Xbim creates Building Information Modeling (BIM) software services and platforms.","—",NA,"—","https://xbim.net/","For Profit","—","—","2016",5e+05,"GBP","—","Active",2022-04-04
"1987","Lumenisity","https://www.crunchbase.com/organization/lumenisity",12500000,"GBP","Private","Series C","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/lumenisity","Telecommunications","Romsey, Hampshire, United Kingdom","Lumenisity is developing advanced cable solutions to address the need for massive bandwidth increases in high capacity communications systems. It is funded by a consortium of industrial and private investors and is currently building an extensive team and infrastructure.","Lumenisity acquired by Microsoft","https://www.crunchbase.com/acquisition/microsoft-acquires-lumenisity--0ca8ee56","Andy Appleyard, Francesco Poletti, Marco Petrovich, Mike Fake","https://lumenisity.com","For Profit","enquiries@lumenisity.com","—","2016",5e+06,"GBP","Hardware","Active",2021-07-05
"1988","BotsCrew","https://www.crunchbase.com/organization/botscrew",50000,"USD","Private","Pre-Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/botscrew","Artificial Intelligence, Customer Service, Machine Learning, Messaging, Software Engineering, Web Development","London, England, United Kingdom","We develop valuable chatbots for businesses.","—",NA,"Max Gladysh, Nazar Hembara","https://botscrew.com/","For Profit","info@botscrew.com","—","2016",50000,"USD","Artificial Intelligence, Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Other, Professional Services, Science and Engineering, Software","Active",2020-03-10
"1989","DownRoute","https://www.crunchbase.com/organization/down-route",1600000,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/down-route","iOS, Lifestyle, Travel","London, England, United Kingdom","—","—",NA,"Andy Hudson, Lance Reck","https://www.down-route.com/","For Profit","—","$1M to $10M","2016",1600000,"USD","Community and Lifestyle, Mobile, Platforms, Software, Travel and Tourism","Active",2019-02-01
"1990","Heresy","https://www.crunchbase.com/organization/heresy-2",755000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/heresy-2","Analytics, Enterprise Software, SaaS, Sales Automation","London, England, United Kingdom","Heresy is a workflow and analytics platform that helps salespeople make data-driven decisions. The London-based company's mission is  to increase collaboration between sales team members and break out of the old way of doing sales where sales people effectively worked in a silo and are discouraged from supporting or learning from one another.        Heresy is co-founded by Dimitar Stanimiroff, a former MD Europe at Stack Overflow and Svilen Gospodinov.","—",NA,"Dimitar Stanimiroff, Svilen Gospodinov","http://heresy.io/","For Profit","—","$1M to $10M","2016",755000,"GBP","Data and Analytics, Information Technology, Sales and Marketing, Software","Closed",2017-06-14
"1991","Zenaura","https://www.crunchbase.com/organization/zenaura",1010000,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/zenaura","Consumer Goods, Drones, Electronics, Product Design, Real Estate","London, England, United Kingdom","Zenaura is a IoT controlled home fragrance with aspirational design.","—",NA,"David Main, Richard Grogan, Simon Sassoon","https://www.zenaura.co/","For Profit","—","—","2016",1010000,"USD","Consumer Electronics, Consumer Goods, Design, Hardware, Real Estate","Active",2018-06-29
"1992","Mirzyme Therapeutics","https://www.crunchbase.com/organization/mirzyme-therapeutics",2100000,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/mirzyme-therapeutics","Biopharma, Biotechnology, Health Care, Medical, Pharmaceutical","Birmingham, Birmingham, United Kingdom","MirZyme Therapeutics is an innovative biopharmaceutical company focused on the development and commercialisation of tailored therapeutics to prevent preeclampsia and fetal growth restriction in pregnancy. MirZyme provides a stratified approach to identify patients who will develop preeclampsia and has developed first in class drugs to prevent preeclampsia  and fetal growth restrictions. We have two therapeutic approaches, small molecules in capsules form and injectable synthetic miRNAs. MirZyme. One Test. One Pill. Save Two Lives.","—",NA,"Asif Ahmed","http://www.mirzyme.com","For Profit","info@mirzyme.com","—","2016",2100000,"USD","Biotechnology, Health Care, Science and Engineering","Active",2018-08-10
"1993","Agriniser","https://www.crunchbase.com/organization/agriniser",2e+05,"EUR","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/agriniser","Agriculture, AgTech, Farming, Marketplace","Eye, Suffolk, United Kingdom","Agriniser is a digital marketplace for grain buyers and sellers. We empower farmers and buyers to easily connect and negotiate deals more efficiently. Agriniser also provides access to ancillary services and key market information to support the trading decisions of its customers. Our purpose is to provide fair, transparent and accessible opportunities for everyone along the grain marketing chain.","—",NA,"Kristian Ivanov","https://www.agriniser.com/en","For Profit","contact@agriniser.com","—","2016",2e+05,"EUR","Agriculture and Farming, Commerce and Shopping","Active",2022-06-21
"1994","Kasookoo","https://www.crunchbase.com/organization/kasookoo",5e+05,"USD","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/kasookoo","Telecommunications","London, England, United Kingdom","Kasookoo offers a cloud-based omnichannel contact center solution and has entered into the space to give enterprises or smaller businesses the much-needed support for superior multi-channel engagement, boosting customer experience, raising overall customer satisfaction levels, and eliminating expenditure outlays required to roll out traditional infrastructure.","—",NA,"Muhammad Ahmer Javaid","https://kasookoo.com/","For Profit","—","—","2016",5e+05,"USD","Hardware","Active",2021-11-01
"1995","Bloombox Club","https://www.crunchbase.com/organization/bloombox-club",275970,"GBP","Private","Series A","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/bloombox-club","Consumer Goods, E-Commerce, Wellness","London, England, United Kingdom","The scientific evidence is undeniable - one of the core foundations to our positive wellbeing is our relationship with nature. We are adapted to live in the wild, yet we spend less time outside than people locked away in prison. Science shows that being in nature makes us healthier, reduces stress, anxiety and disease and we are bridging the gap between modern consumers and nature.        Bloombox Club is an online indoor plant and wellness shop and subscription company bringing the great outdoors, indoors. We source, curate and tell the story of superior natural products for the home and deliver them to our customers’ doors.","Bloombox Club acquired by PlantX","https://www.crunchbase.com/acquisition/plantx-80a5-acquires-bloombox-club--692f6905","John Gilbert, Katie Cooper, Lana Novak","https://bloomboxclub.com/","For Profit","john@bloomboxclub.com","$1M to $10M","2016",NA,"—","Commerce and Shopping, Consumer Goods, Health Care","Active",2020-06-15
"1996","CircleLoop","https://www.crunchbase.com/organization/circleloop",1500000,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/circleloop","Apps, Mobile Apps, Software, Telecommunications","Preston, Lancashire, United Kingdom","CircleLoop - Cloud-based phone software for business.Look professional, be more productive and save money versus the usual business telephony options.","—",NA,"Damian Hanson, David Hague","https://www.circleloop.com","For Profit","hello@circleloop.com","$1M to $10M","2016",1500000,"GBP","Apps, Hardware, Mobile, Software","Active",2017-11-22
"1997","RYAEN MACHINE INTELLIGENCE","https://www.crunchbase.com/organization/ryaen-mi",3e+06,"GBP","Private","Series A","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/ryaen-mi","Analytics, Artificial Intelligence, Information Technology, Machine Learning, Natural Language Processing","London, England, United Kingdom","Ryaen machine intelligence is a Group of Individual firms, based in London. RMI is a global technology and innovation company headquartered in London. It is the one of technology and consulting employers in the world, with more than 4,000 employees serving clients in 122 countries.RMI offers a wide range of technology and consulting services; a broad portfolio of middleware for collaboration, predictive analytics, software development, and systems management; and the world's most advanced servers and supercomputers. Utilizing its business consulting, technology, and R&D expertise, RMI helps clients become ""smarter"" as the planet becomes more digitally interconnected.","—",NA,"Ravichandra Reddy Vakati","http://ryaen.com","—","hello@ryaen.com","—","2016",3e+06,"GBP","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software","Active",2016-11-18
"1998","Makematic","https://www.crunchbase.com/organization/makematic",1e+06,"GBP","Private","Seed","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/makematic","Advertising, Education, Media and Entertainment","Londonderry, Derry, United Kingdom","Makematic is a producer of video and animation for education. They produce content for clients and develop video content creation. They also develop educational videos for customers. They provide both service work and co-productions.","—",NA,"Catherine Ross-Davies, Mark Nagurski","http://makematic.com","For Profit","hello@makematic.com","—","2016",1e+06,"GBP","Advertising, Education, Media and Entertainment, Sales and Marketing","Active",2019-03-13
