"","id","title","assignee","author","prioritydate","filingdate","publicationdate","grantdate","link","representativelink","city"
"2801","CN-113074840-A","Active pressure sensor and preparation method thereof","西交利物浦大学","陈小平, 刘伊娜, 文震, 赵春, 赵策洲",2021-03-30,2021-03-30,2021-07-06,NA,"https://patents.google.com/patent/CN113074840A/en",NA,"Liverpool"
"2802","CN-113159222-A","Electroencephalogram signal classification method and device and storage medium","西交利物浦大学","万子桐, 黄梦婕, 杨瑞",2021-05-17,2021-05-17,2021-07-23,NA,"https://patents.google.com/patent/CN113159222A/en",NA,"Liverpool"
"2803","CN-113295154-A","Gyroscope angle sensor","西交利物浦大学","谢欣凯, 赵春, 文震, 刘伊娜, 赵策洲",2021-05-31,2021-05-31,2021-08-24,NA,"https://patents.google.com/patent/CN113295154A/en","https://patentimages.storage.googleapis.com/12/a4/df/56ed597a64dfcc/HDA0003092495040000021.png","Liverpool"
"2804","CN-209314586-U","Pet dog toy","西交利物浦大学","王明洋, 陈敏",2018-10-17,2018-10-17,2019-08-30,2019-08-30,"https://patents.google.com/patent/CN209314586U/en",NA,"Liverpool"
"2805","CN-113380952-A","Perovskite solar cell and preparation method thereof","西交利物浦大学","王海斌, 赵春, 赵策洲, 刘伊娜, 杨莉",2021-06-09,2021-06-09,2021-09-10,NA,"https://patents.google.com/patent/CN113380952A/en",NA,"Liverpool"
"2806","CN-113506305-A","Image enhancement method, semantic segmentation method and device for three-dimensional point cloud data","西交利物浦大学","范磊, 蔡远志",2021-06-09,2021-06-09,2021-10-15,NA,"https://patents.google.com/patent/CN113506305A/en","https://patentimages.storage.googleapis.com/fe/77/f2/ca71b0d8765cd6/HDA0003107502170000011.png","Liverpool"
"2807","CN-112083803-A","Equipment and method for simulating weight and gravity center in virtual reality environment","西交利物浦大学","梁海宁, 介古, 徐温格, 王娴",2020-08-28,2020-08-28,2020-12-15,NA,"https://patents.google.com/patent/CN112083803A/en","https://patentimages.storage.googleapis.com/cc/8a/59/8ca9afdad5823f/HDA0002655562890000012.png","Liverpool"
"2808","CN-113380948-A","Synaptic memristor with multi-level storage function and preparation method thereof","西交利物浦大学","沈棕杰, 赵春, 赵策洲, 刘伊娜, 杨莉",2021-06-10,2021-06-10,2021-09-10,NA,"https://patents.google.com/patent/CN113380948A/en",NA,"Liverpool"
"2809","CN-113517351-A","Ion-doped thin film transistor and preparation method thereof","西交利物浦大学","曹一心, 赵春, 赵策洲, 刘伊娜, 杨莉",2021-06-23,2021-06-23,2021-10-19,NA,"https://patents.google.com/patent/CN113517351A/en","https://patentimages.storage.googleapis.com/6d/81/9f/c4157ed151dbd4/210618165429.png","Liverpool"
"2810","CN-113479324-A","Intelligent water quality sampling unmanned aerial vehicle system","西交利物浦大学","朱晓辉, 吴子牛, 岳勇, 王仲昊, 关苍海, 张�杰, 马洁明",2021-07-06,2021-07-06,2021-10-08,NA,"https://patents.google.com/patent/CN113479324A/en","https://patentimages.storage.googleapis.com/dc/5e/e0/8e796fe2ef419a/HDA0003149417870000012.png","Liverpool"
"2811","CN-113572363-A","Load steady-state control method, device and system of double-active full-bridge converter","西交利物浦大学","卜庆雷, 文辉清",2021-07-28,2021-07-28,2021-10-29,NA,"https://patents.google.com/patent/CN113572363A/en","https://patentimages.storage.googleapis.com/af/a1/1e/fa77277852cf7e/HDA0003184020920000012.png","Liverpool"
"2812","CN-113745012-A","Preparation method and application of MXene/rGO @ charcoal hydrogel composite material","西交利物浦大学","孙艺, 袁宇丹, 刘晨光, 鲁沈锴, 宋鹏飞, 杨莉, 赵策洲",2021-07-28,2021-07-28,2021-12-03,NA,"https://patents.google.com/patent/CN113745012A/en","https://patentimages.storage.googleapis.com/1f/46/ff/7ba16d66758dae/HDA0003184426800000011.png","Liverpool"
"2813","CN-113665754-A","Solar energy intelligence surface of water floater clearance ship","西交利物浦大学","马洁明, 王康石, 李丰泽, 郭嘉伟, 朱晓辉, 高昂",2021-07-29,2021-07-29,2021-11-19,NA,"https://patents.google.com/patent/CN113665754A/en","https://patentimages.storage.googleapis.com/74/0a/97/3614f4d4c5ffd7/HDA0003187224270000021.png","Liverpool"
"2814","CN-111767970-A","Intelligent label asset management system supporting ten-thousand-level access point","西交利物浦大学","刘国权, 倪志勤",2020-06-30,2020-06-30,2020-10-13,NA,"https://patents.google.com/patent/CN111767970A/en",NA,"Liverpool"
"2815","CN-111799839-A","Power differential compensation DPP structure based on unidirectional converter and control method thereof","西交利物浦大学","楚冠英, 文辉清",2020-07-21,2020-07-21,2020-10-20,NA,"https://patents.google.com/patent/CN111799839A/en","https://patentimages.storage.googleapis.com/6f/89/b6/e76616d0f7268d/HDA0002594346590000032.png","Liverpool"
"2816","CN-113554793-A","Temporary access method, equipment, storage medium and system of intelligent access control system","西交利物浦大学","张�杰, 卫子龙, 朱晓辉, 马洁明",2021-07-29,2021-07-29,2021-10-26,NA,"https://patents.google.com/patent/CN113554793A/en","https://patentimages.storage.googleapis.com/e2/02/49/7eccbc255a71d6/HDA0003186860200000041.png","Liverpool"
"2817","GB-201113347-D0","Improvements in and relating to cementitious materials","Liverpool John Moores University",NA,2011-08-03,2011-08-03,2011-09-14,NA,"https://patents.google.com/patent/GB201113347D0/en",NA,"Liverpool"
"2818","GB-201005767-D0","Improvements relating to network security","Liverpool John Moores University",NA,2010-04-07,2010-04-07,2010-05-26,NA,"https://patents.google.com/patent/GB201005767D0/en",NA,"Liverpool"
"2819","WO-2019134526-A1","Membrane-type metalloprotease inhibitory protein and pharmaceutical and pharmaceutical composition containing same, and respective uses thereof","西交利物浦大学","李明辉, 姜冰洁, 刘坚",2018-01-03,2018-12-20,2019-07-11,NA,"https://patents.google.com/patent/WO2019134526A1/en","https://patentimages.storage.googleapis.com/51/da/e8/84984d8a5806cc/PCTCN2018122305-appb-300001.png","Liverpool"
"2820","WO-2023057771-A2","Method and apparatus","The University Of Liverpool","Nigel Browning, Daniel Nicholls, Alex Robinson, Jack Wells",2021-10-07,2022-10-07,2023-04-13,NA,"https://patents.google.com/patent/WO2023057771A2/en",NA,"Liverpool"
"2821","GB-201306008-D0","Modulators of miRNA-184 mediated pathways","Liverpool John Moores University",NA,2013-04-03,2013-04-03,2013-05-15,NA,"https://patents.google.com/patent/GB201306008D0/en",NA,"Liverpool"
"2822","GB-201201882-D0","Drowning alarm","Liverpool John Moores University",NA,2012-02-03,2012-02-03,2012-03-21,NA,"https://patents.google.com/patent/GB201201882D0/en",NA,"Liverpool"
"2823","CN-113359933-A","Reference voltage generating circuit","西交利物浦大学","李昂, 刘雯, 赵胤超, 文辉清",2021-07-01,2021-07-01,2021-09-07,NA,"https://patents.google.com/patent/CN113359933A/en",NA,"Liverpool"
"2824","CN-209434397-U","It is a kind of applied to the fabric Meta Materials reflecting surface used close to human body antenna","西交利物浦大学","马波力, 林永义, 黄漪, 王炤, 裴睿, 王璟琛",2019-02-12,2019-02-12,2019-09-24,2019-09-24,"https://patents.google.com/patent/CN209434397U/en",NA,"Liverpool"
"2825","CN-113087434-A","Straw and polymer composite fiber reinforced material for concrete and preparation method thereof","西交利物浦大学","程志翔, 尼泊尔·博马",2021-03-18,2021-03-18,2021-07-09,NA,"https://patents.google.com/patent/CN113087434A/en",NA,"Liverpool"
"2826","CN-112614944-A","Dysprosium-doped oxide perovskite solar cell and preparation method thereof","西交利物浦大学","尹力, 赵春, 赵策洲, 刘伊娜, 杨莉",2020-12-18,2020-12-18,2021-04-06,NA,"https://patents.google.com/patent/CN112614944A/en","https://patentimages.storage.googleapis.com/37/64/f8/703c3185a8f050/HDA0002845663010000011.png","Liverpool"
"2827","CN-113659625-A","Power control method and device of photovoltaic system and storage medium","西交利物浦大学","朱殷晓, 文辉清",2021-08-18,2021-08-18,2021-11-16,NA,"https://patents.google.com/patent/CN113659625A/en","https://patentimages.storage.googleapis.com/7d/87/9a/fdf3a19e208adb/HDA0003217895440000011.png","Liverpool"
"2828","CN-114817611-A","Sketch retrieval method and device, electronic equipment and storage medium","西交利物浦大学, 苏州零泉科技有限公司","黄开竹, 许雨辛, 闫毓垚, 林义铭, 杨曦, 王涛",2022-04-18,2022-04-18,2022-07-29,NA,"https://patents.google.com/patent/CN114817611A/en","https://patentimages.storage.googleapis.com/a6/05/8a/29c92a517bd877/HDA0003602270400000011.png","Liverpool"
"2829","CN-213965116-U","Roller coaster type track module of interactive educational toy for children","西交利物浦大学","杨睿, 韩东辰, 边一萱, 孙捷",2020-09-22,2020-09-22,2021-08-17,2021-08-17,"https://patents.google.com/patent/CN213965116U/en","https://patentimages.storage.googleapis.com/56/5f/81/6388a6d12d8cea/HDA0002693672770000032.png","Liverpool"
"2830","CN-213049409-U","Small ball emitting building block module for exercising finger muscles of children","西交利物浦大学","韩东辰, 边一萱, 孙捷, 杨睿",2020-08-27,2020-08-27,2021-04-27,2021-04-27,"https://patents.google.com/patent/CN213049409U/en","https://patentimages.storage.googleapis.com/15/c3/a2/f0cafb2fe48e22/200826172424.png","Liverpool"
"2831","CN-114062599-A","Device and method for toxicology research of plant roots","西交利物浦大学","吴泽俊, 王舒衡, 袁林喜",2021-11-04,2021-11-04,2022-02-18,NA,"https://patents.google.com/patent/CN114062599A/en","https://patentimages.storage.googleapis.com/61/d7/e4/66eaa044097f9e/HDA0003337717820000012.png","Liverpool"
"2832","CN-211238263-U","Flexible nanofiber zinc tin oxide field effect transistor","西交利物浦大学","赵天石, 赵春, 赵策洲, 杨莉, 于水长",2019-08-27,2019-08-27,2020-08-11,2020-08-11,"https://patents.google.com/patent/CN211238263U/en","https://patentimages.storage.googleapis.com/ca/6e/94/f9445fe9d365d8/HDA0002180602390000012.png","Liverpool"
"2833","CN-210272426-U","Metal oxide doped resistive random access memory","西交利物浦大学","沈棕杰, 赵春, 赵策洲, 杨莉, 罗天, 张艺, 黄彦博",2019-06-26,2019-06-26,2020-04-07,2020-04-07,"https://patents.google.com/patent/CN210272426U/en","https://patentimages.storage.googleapis.com/b0/c7/d0/08a5b43f948c8f/HDA0002107925100000012.png","Liverpool"
"2834","CN-113381735-A","D flip-flop circuit","西交利物浦大学","朱昱豪, 崔苗, 李帆, 刘雯",2021-06-25,2021-06-25,2021-09-10,NA,"https://patents.google.com/patent/CN113381735A/en",NA,"Liverpool"
"2835","CN-210866243-U","CTM memory","西交利物浦大学","方欲晓, 赵春, 赵策洲, 杨莉",2019-04-12,2019-04-12,2020-06-26,2020-06-26,"https://patents.google.com/patent/CN210866243U/en","https://patentimages.storage.googleapis.com/5e/89/20/9035c05cdd086b/HDA0002025396820000011.png","Liverpool"
"2836","CN-109777833-A","The method of the special adaptor protein SLP-76 ubiquitin-like of T cell and corresponding external efficiently identification","西交利物浦大学","刘合宾, 熊伊韦",2019-02-10,2019-02-10,2019-05-21,NA,"https://patents.google.com/patent/CN109777833A/en",NA,"Liverpool"
"2837","CN-113880174-A","Photo-thermal water purifier and application thereof","西交利物浦大学","刘景堂, 林昳",2021-10-13,2021-10-13,2022-01-04,NA,"https://patents.google.com/patent/CN113880174A/en",NA,"Liverpool"
"2838","CN-112885911-A","Metal oxide heterojunction photoelectric stimulation synaptic transistor and preparation method thereof","西交利物浦大学","刘启晗, 赵春, 赵策洲, 刘伊娜, 杨莉",2021-02-02,2021-02-02,2021-06-01,NA,"https://patents.google.com/patent/CN112885911A/en","https://patentimages.storage.googleapis.com/ca/61/b3/45b67614197009/HDA0002929277890000021.png","Liverpool"
"2839","CN-209329149-U","A kind of loop aerial applied to Implanted cardiac pacemaker wireless charging","西交利物浦大学","林永义, 王璟琛, 王炤, 马波力, 黄漪",2019-01-03,2019-01-03,2019-08-30,2019-08-30,"https://patents.google.com/patent/CN209329149U/en",NA,"Liverpool"
"2840","CN-102605035-B","Method for fast detection of illegal cooking oil","西交利物浦大学","张俊龙, 熊伊韦, 孙涛, 张百灵, 吕文进",2012-03-13,2012-03-13,2013-11-27,2013-11-27,"https://patents.google.com/patent/CN102605035B/en","https://patentimages.storage.googleapis.com/28/31/66/68fb22539c2fc3/HDA0000142883760000051.png","Liverpool"
"2841","CN-111081784-A","Flexible nanofiber gallium tin oxide transistor based on nanocluster dielectric layer and preparation method","西交利物浦大学","赵天石, 赵春, 赵策洲, 杨莉, 仇成虎, 冯江帆",2019-12-17,2019-12-17,2020-04-28,NA,"https://patents.google.com/patent/CN111081784A/en","https://patentimages.storage.googleapis.com/43/9e/38/a735bd760334b4/HDA0002321438620000012.png","Liverpool"
"2842","CN-115579129-A","Down syndrome screening method, device, equipment and storage medium based on Transformer","西交利物浦大学","王成玉, 马飞, 苏炯龙, 孟佳",2022-10-24,2022-10-24,2023-01-06,NA,"https://patents.google.com/patent/CN115579129A/en","https://patentimages.storage.googleapis.com/75/05/3d/d65f42c92e3ba1/HDA0003905149430000011.png","Liverpool"
"2843","CN-208970740-U","The adherent antenna of Wireless capsule endoscope arch","西交利物浦大学","林永义, 王炤, 钱晨昀, 王璟琛, 马波力",2018-09-21,2018-09-21,2019-06-11,2019-06-11,"https://patents.google.com/patent/CN208970740U/en",NA,"Liverpool"
"2844","CN-207782754-U","A kind of photovoltaic module degradation detecting device based on power difference transformation","西交利物浦大学","李星硕, 文辉清",2017-12-29,2017-12-29,2018-08-28,2018-08-28,"https://patents.google.com/patent/CN207782754U/en",NA,"Liverpool"
"2845","CN-111705037-A","3D co-culture model of fibroblasts and cancer cells and preparation method and application thereof","西交利物浦大学","李明辉, 张一荷, 姜冰洁",2020-06-24,2020-06-24,2020-09-25,NA,"https://patents.google.com/patent/CN111705037A/en","https://patentimages.storage.googleapis.com/27/c1/39/f60f26aac2c818/HDA0002555326350000041.png","Liverpool"
"2846","CN-115500793-A","Flexible substrate facing electronic skin","西交利物浦大学","陆骐峰, 刘一鸣",2022-09-29,2022-09-29,2022-12-23,NA,"https://patents.google.com/patent/CN115500793A/en","https://patentimages.storage.googleapis.com/77/0c/61/c5279d5d451db4/HDA0003872587890000011.png","Liverpool"
"2847","CN-109638224-A","The preparation method and applications of copper carbon silicon composite cathode piece","西交利物浦大学","赵胤超, 刘晨光, 宋皓伟, 易若玮, 杨莉, 赵策洲",2018-11-29,2018-11-29,2019-04-16,NA,"https://patents.google.com/patent/CN109638224A/en",NA,"Liverpool"
"2848","CN-115528167-A","Nano-pillar magnetic tunnel junction device, storage device and signal generator","西交利物浦大学","杨铮, 惠圆, 于昊",2022-09-16,2022-09-16,2022-12-27,NA,"https://patents.google.com/patent/CN115528167A/en","https://patentimages.storage.googleapis.com/49/4d/14/542945973c8eac/HDA0003849866290000011.png","Liverpool"
"2849","CN-115158508-A","Variable-rigidity foot-imitating machine and robot","西交利物浦大学","陈宇青, 俞雷, 赵海州",2022-07-27,2022-07-27,2022-10-11,NA,"https://patents.google.com/patent/CN115158508A/en","https://patentimages.storage.googleapis.com/05/c1/ac/fb9e64d14062a9/HDA0003767676960000011.png","Liverpool"
"2850","CN-213965024-U","Interactive magic stair building block module for exercising finger muscles of children","西交利物浦大学","韩东辰, 边一萱, 孙捷, 杨睿",2020-09-22,2020-09-22,2021-08-17,2021-08-17,"https://patents.google.com/patent/CN213965024U/en","https://patentimages.storage.googleapis.com/ac/35/1d/aff04f2d278b3e/HDA0002693501590000022.png","Liverpool"
"2851","CN-217984647-U","Voltage balancing device and photovoltaic system","西交利物浦大学","王雪, 文辉清",2022-07-08,2022-07-08,2022-12-06,2022-12-06,"https://patents.google.com/patent/CN217984647U/en","https://patentimages.storage.googleapis.com/f7/72/8d/f43126ad2b8e34/HDA0003736557790000011.png","Liverpool"
"2852","CN-209747523-U","High-performance thin film transistor based on nano-cluster insulating layer","西交利物浦大学","赵天石, 赵春, 赵策洲, 杨莉",2019-04-12,2019-04-12,2019-12-06,2019-12-06,"https://patents.google.com/patent/CN209747523U/en",NA,"Liverpool"
"2853","CN-113299483-A","Super capacitor, super capacitor electrode material and preparation method thereof","西交利物浦大学","袁宇丹, 邓航, 李星渐, 孙艺, 孙伟, 赵春, 杨莉, 赵策洲",2020-02-21,2020-02-21,2021-08-24,NA,"https://patents.google.com/patent/CN113299483A/en","https://patentimages.storage.googleapis.com/4c/f7/b1/f9d624ec825279/HDA0002388705970000011.png","Liverpool"
"2854","JP-2021072871-A","Adeno-associated virus factor VIII vector","バイオマリン ファーマシューティカル インコーポレイテッド, Biomarin Pharmaceutical Inc, バイオマリン  ファーマシューティカル  インコーポレイテッド, ユニバーシティー カレッジ ロンドン, Univ College London, ユニバーシティー  カレッジ  ロンドン","キャメロン コロシ ピーター, Cameron Colosi Peter, キャメロン  コロシ ピーター, ナサワニ アミット, Nathwani Amit, ナサワニ アミット, マッキントッシュ ジェニー, Mcintosh Jenny, マッキントッシュ ジェニー, トッデンハム エドワード, Tuddenham Edward, トッデンハム エドワード",2013-09-12,2021-02-18,2021-05-13,NA,"https://patents.google.com/patent/JP2021072871A/en","https://patentimages.storage.googleapis.com/3f/c3/64/51e9a24ddaee45/2021072871-3.png","London"
"2855","US-9452066-B2","Transcutaneous prosthesis","University College London","Gordon Blunn, Justin Cobb, Allen Goodship, Paul Unwin",2000-06-23,2013-12-19,2016-09-27,2016-09-27,"https://patents.google.com/patent/US9452066B2/en","https://patentimages.storage.googleapis.com/06/92/73/1e959ac9300f31/US09452066-20160927-D00000.png","London"
"2856","US-10758491-B2","Colonic drug delivery formulation","University College London","Abdul Basit, Valentine Ibekwe",2006-04-13,2020-02-24,2020-09-01,2020-09-01,"https://patents.google.com/patent/US10758491B2/en","https://patentimages.storage.googleapis.com/f9/3c/92/165d1bfd8e4031/US10758491-20200901-D00001.png","London"
"2857","EP-3126505-B1","Oncolytic vaccinia virus","Queen Mary University of London","Yaohe Wang, Ming Yuan, Jahangir AHMED, Nicholas Robert LEMOINE",2014-04-01,2015-04-01,2019-10-16,2019-10-16,"https://patents.google.com/patent/EP3126505B1/en","https://patentimages.storage.googleapis.com/6b/49/e4/912d44675fafad/imgf0001.png","London"
"2858","US-9702900-B2","Method and system for magnetic resonance imaging using nitrogen-vacancy centers","President And Fellows Of Harvard College, University College London","Amir Yacoby, Michael Grinolds, Marc Warner, Kristiaan De Greve, Yuliya Dovzhenko",2015-01-14,2015-05-26,2017-07-11,2017-07-11,"https://patents.google.com/patent/US9702900B2/en","https://patentimages.storage.googleapis.com/12/34/71/dba77b028311f9/US09702900-20170711-D00000.png","London"
"2859","US-9949948-B2","Artemisinin and its derivatives for use in the treatment of trauma haemorrhage and associated conditions","Queen Mary University Of London","Christoph Thiemermann",2011-06-10,2017-03-07,2018-04-24,2018-04-24,"https://patents.google.com/patent/US9949948B2/en","https://patentimages.storage.googleapis.com/fa/df/b1/be293a34902199/US09949948-20180424-D00001.png","London"
"2860","US-2018011106-A1","Methods for identifying, diagnosing, and predicting survival of lymphomas","The United States of America, as represented by he Secretary, Department of Health and Human Servi, Board Of Regents Of The University Of Nebraska, University Of Rochester, Arizona Board Of Regents On Behalf Of The University Of Arizona, Universitat De Barcelona, Fundacio Clinic, Hospital Clinic De Barcelona, Julius-Maximilians-University Of Wurzburg, British Columbia Cancer Agency Branch, Oslo University Hospital Hf, Queen Mary And Westfield College, University Of London","Louis M. Staudt, George Wright, Sandeep Dave, Bruce Tan, John I. Powell, Wyndham Wilson, Elaine S. Jaffe, Wing C. Chan, Timothy C. Greiner, Dennis Weisenburger, James Armitage, Kai Fu, Richard I. Fisher, Lisa M. Rimsza, Thomas Miller, Thomas Grogan, Elias Campo Guerri, Silvia M. Bea, Itziar Salaverria, Armando Lopez-Guillermo, Emilio Montserrat, Victor Moreno, Andreas Zetti, German Ott, Hans-Konrad Muller-Hermelink, Andreas Rosenwald, Julie Vose, Randy Gascoyne, Joseph Connors, Erlend B. Smeland, Stein Kvaloy, Harald Holte, Jan Delabie, T. Andrew Lister",2003-09-03,2017-06-22,2018-01-11,NA,"https://patents.google.com/patent/US20180011106A1/en","https://patentimages.storage.googleapis.com/4a/2a/fb/3ddb426d3b17fe/US20180011106A1-20180111-D00000.png","London"
"2861","US-2021388353-A1","Oligomers","Royal Holloway, University Of London","Linda POPPLEWELL, Ian Graham, John George Dickson",2008-09-11,2021-01-07,2021-12-16,NA,"https://patents.google.com/patent/US20210388353A1/en","https://patentimages.storage.googleapis.com/62/d2/45/8b4bc5bd053cf9/US20210388353A1-20211216-D00001.png","London"
"2862","US-8703173-B2","Newborn infant formulas and feeding methods","University College London","Atul Singhal, Alan Lucas",2003-02-10,2011-07-05,2014-04-22,2014-04-22,"https://patents.google.com/patent/US8703173B2/en",NA,"London"
"2863","US-11028444-B2","Survival predictor for diffuse large B cell lymphoma","The United States Of America, As Represented By The Secretary, Department Of Health And Human Services, Arizona Board Of Regents On Behalf Of The University Of Arizona, Queen Mary University Of London, Board Of Regents Of The University Of Nebraska, Oslo University Hospital Hf, Oregon Health & Science University, University Of Rochester, Hospital Clinic De Barcelona, Universitat De Barcelona, British Columbia Cancer Agency Branch, Julius-Maximilians-University Of Würzburg","Lisa M. Rimsza, Andrew T. Lister, Wing C. Chan, Dennis Weisenburger, Jan Delabie, Erlend B. Smeland, Harald Holte, Stein Kvaløy, Rita M. Braziel, Richard I. Fisher, Pedro Jares, Armando Lopez-Guillermo, Elias Campo Guerri, Elaine S. Jaffe, Georg Lenz, Wyndham H. Wilson, George W. Wright, Sandeep S. Dave, Louis M. Staudt, Randy D. Gascoyne, Joseph M. Connors, Hans-Konrad Muller-Hermelink, Andreas Rosenwald, German Ott",2008-06-06,2018-04-27,2021-06-08,2021-06-08,"https://patents.google.com/patent/US11028444B2/en","https://patentimages.storage.googleapis.com/9c/4e/8d/736f586b32da66/US11028444-20210608-D00001.png","London"
"2864","AU-2015201248-B2","A Bilateral Hearing Assistance System and a Method of Fitting a Bilateral Hearing Assistance System","Oticon Medical A/S, University College London","Nick Haywood, Jonathan Laudanski, Torsten Marquardt, David McAlpine, Jamie A. Undurraga",2014-03-11,2015-03-10,2018-07-26,2018-07-26,"https://patents.google.com/patent/AU2015201248B2/en",NA,"London"
"2865","US-2021154463-A1","Mechanical circulatory support device with centrifugal impeller designed for implantation in the descending aorta","Queen Mary University Of London","Theodosios Alexander, Martin T. Rothman",2012-11-06,2020-12-02,2021-05-27,NA,"https://patents.google.com/patent/US20210154463A1/en","https://patentimages.storage.googleapis.com/88/18/4b/455083cee65215/US20210154463A1-20210527-D00000.png","London"
"2866","US-2021147934-A1","Analysis of hla alleles in tumours and the uses thereof","The Francis Crick Institute Limited, University College London, Cancer Research Technology Limited","Charles Swanton, Nicholas Mcgranahan, Rachel Rosenthal",2017-07-14,2018-07-13,2021-05-20,NA,"https://patents.google.com/patent/US20210147934A1/en","https://patentimages.storage.googleapis.com/32/33/ef/fba0c1ae1b4c5f/US20210147934A1-20210520-D00000.png","London"
"2867","US-2023108685-A1","Biomarkers For Endometriosis","Queen Mary University Of London","Finbar COTTER, Christine DEGUARA, Colin Davis",2014-02-27,2022-04-14,2023-04-06,NA,"https://patents.google.com/patent/US20230108685A1/en","https://patentimages.storage.googleapis.com/d3/8b/a1/49f96498742bdb/US20230108685A1-20230406-D00002.png","London"
"2868","US-2016316742-A1","Multi-functional chamber housing a biological component","University College London","Clare Selden, Humphrey Hodgson, Sam Coward",2007-07-06,2016-07-13,2016-11-03,NA,"https://patents.google.com/patent/US20160316742A1/en","https://patentimages.storage.googleapis.com/57/cd/71/1b376bd094cb97/US20160316742A1-20161103-D00000.png","London"
"2869","US-9761210-B2","Control methods for musical performance","Queen Mary University Of London","Andrew McPherson",2013-08-27,2014-08-27,2017-09-12,2017-09-12,"https://patents.google.com/patent/US9761210B2/en","https://patentimages.storage.googleapis.com/32/7f/93/4112e60e6f6f1b/US09761210-20170912-D00000.png","London"
"2870","US-8293796-B2","Modulator","University College London","Masahiro Okuyama, David Selwood, Cristina Visintin, David Baker, Gareth Pryce",2004-02-20,2010-02-18,2012-10-23,2012-10-23,"https://patents.google.com/patent/US8293796B2/en","https://patentimages.storage.googleapis.com/58/4c/d1/c7a897e57961f8/US08293796-20121023-D00001.png","London"
"2871","US-2022042998-A1","Biomarkers for pancreatic cancer","Queen Mary University Of London","Tatjana Crnogorac-Jurcevic, Tomasz RADON",2015-02-05,2020-08-26,2022-02-10,NA,"https://patents.google.com/patent/US20220042998A1/en","https://patentimages.storage.googleapis.com/6e/7f/02/e4386d18fdb2e0/US20220042998A1-20220210-D00000.png","London"
"2872","EP-2908873-B1","Transdermal delivery system","Edixomed Limited, First Water Limited, Queen Mary University of London","Christopher Barry Wood, Hugh Semple Munro, Nicholas David BOOTE, Joanne Ellen STEWART, Arthur Tudor Tucker",2013-05-20,2014-05-20,2017-10-18,2017-10-18,"https://patents.google.com/patent/EP2908873B1/en","https://patentimages.storage.googleapis.com/2f/d3/81/02dab1c723ec6e/imgf0001.png","London"
"2873","WO-2017168125-A1","Sketch based search methods","Queen Mary University Of London","Yi-zhe SONG, Tao Xiang, Timothy HOSPEDALES",2016-03-31,2017-03-23,2017-10-05,NA,"https://patents.google.com/patent/WO2017168125A1/en",NA,"London"
"2874","US-2012229130-A1","Apparatus and Method for Determining Magnetic Properties of Materials","University College London, University Of Houston","Simon Richard Hattersley, Quentin Andrew Pankhurst, Audrius Brazdeikis",2005-04-29,2012-04-06,2012-09-13,NA,"https://patents.google.com/patent/US20120229130A1/en","https://patentimages.storage.googleapis.com/db/93/41/dfe5b4b982699d/US20120229130A1-20120913-D00000.png","London"
"2875","US-10012591-B2","Measurement of tissue structures","The University Of Nottingham, Royal Holloway University Of London","Ioan Notingher, Kenny KONG, Christopher Rowlands, Hywel Williams, Iain LEACH, Sandeep Varma, William Perkins, Alexey KOLOYDENKO",2013-03-21,2014-03-21,2018-07-03,2018-07-03,"https://patents.google.com/patent/US10012591B2/en","https://patentimages.storage.googleapis.com/6d/3c/ea/33653a86c0a448/US10012591-20180703-D00000.png","London"
"2876","EP-2613714-B1","Apparatus for forming stoma trephines and anastomoses","Queen Mary & Westfield College, University of London, Frankenman International Limited","Norman Stanley Williams, Zhiqiang Weng",2010-09-09,2011-09-09,2021-08-11,2021-08-11,"https://patents.google.com/patent/EP2613714B1/en","https://patentimages.storage.googleapis.com/62/2e/5e/f47bb9b8456b37/imgf0001.png","London"
"2877","US-2022243784-A1","Flywheel assembly","City, University of London","Keith Robert Pullen",2011-09-18,2022-02-24,2022-08-04,NA,"https://patents.google.com/patent/US20220243784A1/en","https://patentimages.storage.googleapis.com/a4/6f/98/cf1bfc20fc97e5/US20220243784A1-20220804-D00000.png","London"
"2878","US-9662414-B2","Dressing system","First Water Limited, Queen Mary University Of London, Edixomed Limited","Christopher Barry Wood, Hugh Semple Munro, Nicholas David Boote, Joanne Ellen Stewart, Arthur Tudor Tucker",2013-05-20,2014-05-20,2017-05-30,2017-05-30,"https://patents.google.com/patent/US9662414B2/en","https://patentimages.storage.googleapis.com/97/bb/bd/3483dc4cb43d86/US09662414-20170530-D00001.png","London"
"2879","CN-102395536-A","Coated substrate","伦敦大学学院, 牛津大学院长校长专家委员会, 皮尔金顿集团有限公司","S·J·赫斯特, T·曼宁, P·多布森, S·希尔德, P·毕晓普, I·帕金",2009-03-20,2010-03-19,2012-03-28,NA,"https://patents.google.com/patent/CN102395536A/en","https://patentimages.storage.googleapis.com/a3/90/fe/4a0cc7ef66dd5b/HDA0000099186700000081.png","London"
"2880","GB-2509877-B","Wellbore fluid with hydroxyalkyl polysaccharide hydration inhibitor","M I Drilling Fluids Uk Ltd, Glyndwr Univ, Univ Durham, Univ London, Centre For Advanced Software Tech Ltd","Cliffe Stephen, A Williams Peter, Ratcliffe Ian, Mohammed Musarrat, Christopher Greenwell Hugh, Lloyd Anderson Richard, Suter James, Coveney Peter, Padmore Karen, J Fewings Adrian, S Maskery James",2011-11-10,2012-11-12,2018-04-04,2018-04-04,"https://patents.google.com/patent/GB2509877B/en",NA,"London"
