Organization Name,Organization Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),IPO Status,Last Funding Type,Number of Employees,Industries,Headquarters Location,Description,Transaction Name,Transaction Name URL,Founders,Website,Company Type,Contact Email,LinkedIn,Full Description,Estimated Revenue Range,Founded Date,Founded Date Precision,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Industry Groups,Operating Status,Last Funding Date,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni)
Vortex IoT,https://www.crunchbase.com/organization/vortex-iot,877800,GBP,1201948,Private,Seed,11-50,"Information Technology, Software","Swansea, Swansea, United Kingdom","Vortex IoT is a UK-based, market company at the forefront of smart city technologies.",Vortex IoT acquired by Marston Holdings,https://www.crunchbase.com/acquisition/marston-holdings-acquires-vortex-iot--968f7942,Behzad Heravi,http://vortexiot.com/,For Profit,,,"Vortex IoT is a UK-based, market company at the forefront of smart city technologies. The company builds environmental sensors, networks, and data solutions to support decarbonization efforts globally. As experts in the latest IoT, AI, 5G, and LiDAR technology, Vortex enables smart cities & smart infrastructures to become more efficient, safer, and greener.",$1M to $10M,2017-01-01,year,277800,GBP,363854,"Information Technology, Software",Active,2019-04-10,,,,,
Mami Wata,https://www.crunchbase.com/organization/mami-wata,3280179,USD,3280179,Private,Seed,,"Consumer Goods, Fashion, Recreation, Retail, Surfing","Mawnan, Cornwall, United Kingdom",Mami Wata offers retail products that are related to the surfing industry.,,,Nick Dutton,https://mamiwatasurf.com/,For Profit,helpglobal@mamiwatasurf.com,https://www.linkedin.com/company/mami-wata-surf/,"Mami Wata offers retail products that are related to the surfing industry. It operates an online and physical shops selling apparel, accessories, and surfboard. Mami Wata was founded in 2017 and is located in Cornwall, UK.",$1M to $10M,2017-01-01,year,1600000,USD,1600000,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Sports",Active,2022-03-22,,,,,
Q-Branch Labs,https://www.crunchbase.com/organization/q-branch-labs,500000,USD,500000,Private,Seed,1-10,"Cyber Security, Internet of Things, Network Hardware, Network Security","London, England, United Kingdom",Cybersecurity protection for remote and work from home employees,,,"Bozhidar Genev, Jim McCoy",https://www.q-branch-labs.com,For Profit,,https://www.linkedin.com/company/q-branch-labs/,"The Q-Branch Labs Vektor is a cyber-security and VPN management device for remote and work from home employees. The Vektor extends the enterprise security perimeter into the home network, segregating corporate assets from untrusted home networks, providing protection with AI-powered threat intel, and makes VPN transparent for employees.  Prevent your company from being hacked through insecure employee home networks with the Vektor!",$1M to $10M,2017-01-01,year,500000,USD,500000,"Hardware, Information Technology, Internet Services, Privacy and Security",Active,2018-08-15,,,,,
Uprise Academy,https://www.crunchbase.com/organization/nomad-academy,1000000,USD,1000000,Private,Seed,11-50,"Communities, Education","London, England, United Kingdom","Uprise Academy gets young professionals the skills and mindset to transition out of corporate careers, and into entrepreneurial careers.",,,"Andrea Emanuelli, Harry Verma, Zee Sc",https://www.uprise.academy/,For Profit,harry@uprise.academy,https://www.linkedin.com/school/upriseacademy,"Uprise Academy gets young professionals the skills and mindset to transition out of corporate careers, and into entrepreneurial careers that make them come alive again. We select cohorts of young professionals travel the world while learning in-depth entrepreneurial skills for the future of work.",,2017-06-23,day,1000000,USD,1000000,"Community and Lifestyle, Education",Active,2020-01-30,,,,,
Upgrade Education,https://www.crunchbase.com/organization/upgrade-academy-619c,400000,EUR,469075,Private,Seed,11-50,Education,"London, England, United Kingdom",Upgrade Education operates an online platform to help students reach their university goals.,,,Edith Alibec,https://www.upgrade.education,For Profit,contact@upgrade.education,https://www.linkedin.com/company/upgradeeducation/mycompany/?viewAsMember=true,"Upgrade Academy operates an online platform to help students reach their university goals. It provides course assistance, learning plans, and mentors. Upgrade Academy is based in London, United Kingdom.",$1M to $10M,2017-01-01,year,400000,EUR,469075,Education,Active,2021-09-20,,,,,
myTamarin,https://www.crunchbase.com/organization/mytamarin,100000,GBP,131435,Private,Pre-Seed,11-50,"Artificial Intelligence, Child Care, Machine Learning","London, England, United Kingdom",myTamarin is an AI-powered childcare matchmaker.,,,Zarja Cibej,https://mytamarin.com/,For Profit,hello@mytamarin.com,https://in.linkedin.com/company/mytamarin,myTamarin is an AI-powered childcare matchmaker. myTamarin is a simple and affordable way to connect families and childcarers with the £11B market in the UK alone.,,2017-01-01,year,,,,"Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software",Active,2019-07-15,,,,,
Arquella,https://www.crunchbase.com/organization/arquella,1200000,GBP,1460323,Private,Seed,1-10,"Health Care, Hospital, Manufacturing","Sheffield, Sheffield, United Kingdom",Arquella is nurse call system manufacturer.,,,"David Jones, Paul Howell, Reuben Timoney",http://www.arquella.co.uk/,For Profit,,https://www.linkedin.com/company/arquella-uk/about/,Arquella provides the perfect platform for your ongoing journey towards excellence in care.,$1M to $10M,2017-01-01,year,850000,GBP,1030984,"Health Care, Manufacturing",Active,2022-06-29,,,,,
Sorex Sensors,https://www.crunchbase.com/organization/sorex-sensors,4100000,GBP,5301974,Private,Seed,1-10,"Advanced Materials, Consumer, Information Technology, Sensor","Cambridge, Cambridgeshire, United Kingdom",Sorex Sensors manufactures high sensitivity MEMS mass sensors to transform industrial and consumer products.,,,"Andrew Flewitt, Bill Milne, Enrique Iborra, Julian Gardner, Marina Cole, Mario De Miguel Ramos",http://sorexsensors.com/,For Profit,contact@sorexsensors.com,https://www.linkedin.com/company/sorex-sensors/,"Their sensors are based on film bulk acoustic resonator (FBAR) technology. The devices, fabricated on a silicon wafer, comprise a thin film of piezoelectric material that is made to resonate. Attachment of mass to the surface changes the resonant frequency and provides an extremely accurate measurement of the amount of mass on the sensing area.Their sensors are suited to applications where you need to detect small masses in a device with an extremely small form factor. Functionalising the surface of their devices means that they can selectively detect specific targets.",$1M to $10M,2017-01-01,month,900000,GBP,1183492,"Hardware, Information Technology, Manufacturing, Other, Science and Engineering",Active,2020-08-25,,,,,
Rice,https://www.crunchbase.com/organization/rice-inc,1001378,USD,1001378,Private,Seed,1-10,,"London, England, United Kingdom",Rice is a social enterprise that tackles food insecurity by empowering smallholder farmers in the community.,,,"Julia Vannaxay, Kisum Chan, Vannie K.",http://riceinc.com/,For Profit,,,"Rice is the operator of an agricultural production systems company that aims to reduce food waste and enhance food security. Their business produces and distributes affordable post-harvest farming tools for rice drying and streamlines the supply chain to make excellent harvests commercially available all over the world, enabling small farmers to increase their output and profitability. It has a three-step plan for empowering farmers to end the cycle of poverty.",$1M to $10M,2017-11-21,day,1000000,USD,1000000,,Active,2018-09-15,,,,,
Fractal Logistics,https://www.crunchbase.com/organization/fractal-logistics,15000000,USD,15000000,Private,Private Equity,11-50,"Analytics, Artificial Intelligence, Automotive, Information Technology, Machine Learning","London, England, United Kingdom","Fractal Logistics is an ocean freight analytics company, reinventing age old industries with big data and machine learning.",,,"Chase Bennett, Octave Oppetit",https://fraclog.co/,For Profit,,,"Fractal Logistics is an ocean freight analytics company, reinventing age old industries with big data and machine learning. It combines state-of-the-art hardware with bespoke proprietary intelligence to provide tailored services and risk management for our clients. A team of experts in AI and machine learning analyze billions of data points every day, including vessel behavior, commodity flows and market transactions. This data is then leveraged by our experienced shipping team to offer the most reliable and cost-effective service possible. Founded in 2017, the company is headquartered in London, England.",$1M to $10M,2017-01-01,day,15000000,USD,15000000,"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software, Transportation",Active,2017-06-01,,,,,
Kudimoney,https://www.crunchbase.com/organization/kudimoney,1616944,USD,1616944,Private,Pre-Seed,11-50,"Banking, Financial Services, FinTech","London, England, United Kingdom",Kudimoney is a full service digital only bank that enriches lives by helping people live healthier financial lives.,,,Babs Ogundeyi,https://www.kudimoney.com,For Profit,help@kudimoney.com,,"Kudimoney is a full service digital only bank that enriches lives by helping people live healthier financial lives. Kudimoney does this by offering free banking services and making saving easy and rewarding, because every kudi counts.",$1M to $10M,2017-01-01,year,1600000,USD,1600000,"Financial Services, Lending and Investments",Active,2019-09-12,,,,,
Process Vision,https://www.crunchbase.com/organization/process-vision,1500000,GBP,1839263,Private,Seed,1-10,Oil and Gas,"Basingstoke, Hampshire, United Kingdom",Process Vision provide revolutionary technology to improve operational excellence. Our products and services are aimed at the natural gas.,,,,https://www.processvision.com/,For Profit,info@processvision.com,https://in.linkedin.com/company/processvision,"Process Vision provide revolutionary technology to improve operational excellence. Our products and services are aimed at the natural gas , refining and petro-chemicals industries where we can improve both safety and productivity. Our vision systems provide better understanding for process managers allowing them to make better operational decisions. ​ Visual detection of liquids, hydrates or foam combined with image processing provides an alarm that can greatly reduce risk and improve operational performance.",,2017-01-01,year,1500000,GBP,1839263,"Energy, Natural Resources",Active,2022-05-13,,,,,
Bluecoat,https://www.crunchbase.com/organization/share-market,20000000,USD,20000000,Private,Series A,11-50,"Blockchain, CRM, Cryptocurrency, Information Technology, Internet, Software","London, England, United Kingdom",The future architecture of intellectual rights management,,,"Alan Vlaskovky, Isaac Schwitzer",https://www.Bluecoat.io,For Profit,info@bluecoat.io,,Backed by world-class investors and supported by industry leaders. Bluecoat builds high-performance blockchain solutions for digital rights and royalties management.,Less than $1M,2017-01-01,year,20000000,USD,20000000,"Financial Services, Information Technology, Internet Services, Other, Payments, Sales and Marketing, Software",Closed,2018-09-01,,,,,
Stitched,https://www.crunchbase.com/organization/stitched,750000,GBP,1024657,Private,Series A,1-10,"E-Commerce, Manufacturing, Product Design","London, England, United Kingdom","Home decor, e-commerce, furnishings",,,"Elinor Pitt, Will Verrill",http://www.stitched.co.uk,For Profit,admin@stitched.co.uk,https://www.linkedin.com/company/25175191/,"Stitched is on a mission to make buying curtains & blinds easy, one stitch at a time. Stitched has developed intuitive online 3D design tools; sourced 140+ feel good fabrics (made of natural and recycled fibres); use live chat to help customers through measuring and designing online; and offer an easy-to-schedule installation service at the checkout.  Looking to the future, Stitched is developing technology that will give customers the power to automatically measure their windows using their smart phone and view their designs in augmented reality.  We believe in a future where new technology and methods of manufacturing with sustainable materials, will enable businesses to deliver products to customers that they love, whilst having a positive impact on the world around us. ",,2017-09-29,day,,,,"Commerce and Shopping, Design, Manufacturing",Active,2021-11-08,,,,,
EyA Global,https://www.crunchbase.com/organization/every-asset-ltd,1067597,USD,1067597,Private,Seed,11-50,"Asset Management, Big Data, Blockchain, Cloud Data Services, Database, Software","London, England, United Kingdom",Accelerating the worlds software and hardware solutions with the first ever centralised / decentralised internet data operating system,,,"David Brown, Steven Jupp",https://eya.global,For Profit,info@eya.global,https://www.linkedin.com/company/everyasset/,"A centralised, decentralised pioneering enterprise grade internet-based operating system, capable of storing all and any data across entire lifecycles, resulting in the rapid inter-collaboration of everything, anywhere, anytime; all tied together with secure computing for trustless transacting. We bucked the trend to deliver the world's first organically derived relational data solution, injected into Distributed Ledger Technology (DLT).  Welcome to Relational DLT! Who we are EyA is the brainchild and product of Universal Asset Sciences, initiated in the UK and developing globally. Built initially from a small team of software architects and industry leaders, EyA has grown since 2017 into a vast team of experts from many verticals including life sciences, healthcare, automotive, banking and finance, humanitarian, regulatory, data science, construction sector and industrial automation. We are growing fast and including more advisors from literally every sector on our planet and always welcome more to our crowd.",,2017-01-01,year,400000,USD,400000,"Data and Analytics, Financial Services, Information Technology, Internet Services, Other, Software",Active,2020-09-09,,,,,
Teacher Booker,https://www.crunchbase.com/organization/teacher-booker,650000,GBP,799604,Private,Seed,1-10,Education,"London, England, United Kingdom",Teacher Booker is the online network of high-quality supply teachers and support staff.,,,Vamsi Vadde,https://teacherbooker.com/,For Profit,hello@teacherbooker.com,https://www.linkedin.com/company/teacher-booker,Teacher Booker is the online network of high-quality supply teachers and support staff. Teacher Booker directly connect schools with teachers through our wide range of recruitment provision.,,2017-01-01,year,650000,GBP,799604,Education,Active,2020-04-21,,,,,
WATR,https://www.crunchbase.com/organization/watr,375000,GBP,494073,Private,Seed,1-10,"Clean Energy, Environmental Engineering, Water","Norwich, Norfolk, United Kingdom","WATR develops a water monitor that is self-powered, portable, easy to install, with a live data dashboard and notification alerts.",,,"Glyn Cotton, Scott Porter",https://www.watr.tech,For Profit,glyn@watr.tech,https://www.linkedin.com/company/wearewatr,"WATR develops a water monitor that is self-powered, portable, easy to install, with a live data dashboard and notification alerts. Its mission is to use technology to prevent millions of environmental losses across the globe.",Less than $1M,2017-11-21,day,75000,GBP,101657,"Energy, Natural Resources, Science and Engineering, Sustainability",Active,2022-01-05,,,,,
Elcoin,https://www.crunchbase.com/organization/elcoin,1922811,USD,1922811,Private,Series A,11-50,"FinTech, Software","Croydon, Croydon, United Kingdom",Cloud banking platform connecting businesses to payments.,,,"Andrejs Svircenkovs, Sergejs Svircenkovs",http://www.elcoin.co.uk,For Profit,sales@elcoin.co.uk,https://www.linkedin.com/company/elcoin,"Saas, banking, digital platform",,2017-05-05,day,1150000,USD,1150000,"Financial Services, Software",Active,2022-10-01,,,,,
Hearing Diagnostics,https://www.crunchbase.com/organization/hearing-diagnostics-limited,1100000,GBP,1315566,Private,Seed,1-10,"Health Care, Software","Edinburgh, Edinburgh, City of, United Kingdom",Hearing Diagnostics is a digital med-tech company that focuses on developing hearing screening technology.,,,"Claudia Freigang, Colin Horne",http://hdiags.co.uk,For Profit,claudia@hearing-diagnostics.ltd.uk,https://www.linkedin.com/company/hearing-diagnostics-limited/,We are a health-tech startup developing novel hearing screening technology with the vision of changing lives for individuals with hearing loss by bringing about earlier management.,,2017-09-11,day,1100000,GBP,1315566,"Health Care, Software",Active,2022-11-28,,,,,
NOVELTEA,https://www.crunchbase.com/organization/noveltea,2073930,GBP,2756656,Private,Seed,1-10,"Food and Beverage, Innovation Management, Tea","London, England, United Kingdom",NOVELTEA is a premium alcoholic tea blend inspired by globetrotting travels.,,,"Lukas Passia, Vincent Efferoth",https://uk.novelteadrinks.com,For Profit,lukas.passia@tea-venture.com,,"NOVELTEA is served by the glass or in a teacup, ice cold or hot. Best enjoyed in good company. A ship of British merchants became trapped in a violent storm. It brings home the exciting flavours of the world, bringing people together by drawing cultural bridges around the concept of tea and spirits.",Less than $1M,2017-01-01,year,1400000,GBP,1883168,"Food and Beverage, Professional Services",Active,2020-12-03,,,,,
Ichthion,https://www.crunchbase.com/organization/remora-marine-limited,1960288,USD,1960288,Private,Seed,1-10,"Clean Energy, Plastics and Rubber Manufacturing, Pollution Control","London, England, United Kingdom",Ichthion engaged in Development of cutting-edge technology to restore the ocean environment.,,,"Inty Grønneberg, Robert Edwin Rouse",http://www.remora-marine.co.uk/,For Profit,hello@remora-marine.co.uk,https://www.linkedin.com/company/ichthion,"Ichthion Limited (former Remora Marine), is a start-up developing cutting-edge technologies to restore the ocean environment by removing plastics and synthetic waste before they travel through the entire marine ecosystem.",,2017-01-01,year,,,,"Energy, Manufacturing, Sustainability",Active,2021-01-01,,,,,
FaultFixers,https://www.crunchbase.com/organization/faultfixers,225000,GBP,295043,Private,Pre-Seed,1-10,"SaaS, Software","London, England, United Kingdom",Facilities & Property Management SaaS,,,Tom O'Neill,https://www.faultfixers.com/,For Profit,hello@faultfixers.com,https://www.linkedin.com/company/faultfixers/,"FaultFixers is a mobile and desktop application re-inventing the traditional CAFM, combining customer-to-client maintenance and workforce management software with much needed automation and self-service as standard -- helping streamline the work flow processes in property & facilities management so teams knows exactly what to do and when -- resulting in reduced cost and increased uptime for your assets.",,2017-01-01,year,225000,GBP,295043,Software,Active,2017-10-05,,,,,
MyPocketSkill Ltd,https://www.crunchbase.com/organization/mypocketskill,50000,GBP,56690,Private,Seed,1-10,"EdTech, Financial Services, FinTech, Information Technology, Internet","Hove, Brighton and Hove, United Kingdom",Creating a financially empowered Gen Z,,,"Matthew Harker, Zara Ransley",https://www.mypocketskill.com/,For Profit,info@mypocketskill.com,https://in.linkedin.com/company/mypocketskill,MyPocketSkill is an innovative platform that is creating a financially-empowered Gen Z.  We achieve this by providing a digital solution to help young people gain early exposure to earning & saving.,,2017-01-01,year,50000,GBP,56690,"Education, Financial Services, Information Technology, Internet Services, Software",Active,2022-10-03,,,,,
Trickle,https://www.crunchbase.com/organization/trickle-data-insights,500000,GBP,646990,Private,Seed,1-10,"Computer, Software","Edinburgh, Edinburgh, City of, United Kingdom",Trickle is an Employee Engagement solution helps you increase your People Engagement and ultimately build a successful workforce.,,,"Adrian Wills, Paul Reid",https://trickle.works/,For Profit,,https://www.linkedin.com/company/trickle-data-insights/,"Trickle is a place where people may be entirely free and honest. Knowing what's going on is the only way to make things better. Trickle provides a forum for your employees to openly communicate concerns, challenges, and suggestions, as well as a location for them to feel valued and recognized for their contributions.",,2017-01-01,year,500000,GBP,646990,"Consumer Electronics, Hardware, Software",Active,2019-12-02,,,,,
ZuBlu,https://www.crunchbase.com/organization/zublu,1568050,USD,1568050,Private,Seed,1-10,"Adventure Travel, Sustainability, Tourism, Travel","Dartmouth, Devon, United Kingdom","ZuBlu is the leading ocean experiences travel platform to search, compare and book scuba diving and underwater adventure travel worldwide.",,,"Adam Broadbent, Matthew Oldfield",https://www.zubludiving.com/,For Profit,adam@zubludiving.com,https://www.linkedin.com/company/zublu/,"ZuBlu is a travel platform redefining the USD4.5bn scuba diving travel industry in Asia and beyond. We enable our guests to discover, compare, and book their ideal experiences from over 600 carefully-selected eco-friendly resorts, liveaboards and operators - a tech solution long required by this fragmented yet affluent sector of the travel industry.  At ZuBlu, we make it our job to seek out inspirational resorts and exciting destinations and share these once-in-a-lifetime experiences. ZuBlu's unique search platform puts the power of discovery in your hands - with that perfect resort or liveaboard experience just a click of a button away. And with their team of knowledgeable travel experts on hand to help you with your booking, you can be sure that planning a dive holiday has never been easier.",,2017-06-01,month,455000,USD,455000,"Sustainability, Travel and Tourism",Active,2021-04-01,,,,,
Tendertec,https://www.crunchbase.com/organization/tendertec,642000,EUR,718619,Private,Pre-Seed,1-10,"Artificial Intelligence, Assisted Living, Assistive Technology, Elder Care, Elderly, Fitness, Health Care, Home Health Care, Sensor, Wellness","Cardiff, Cardiff, United Kingdom","Better care, anytime & anywhere, through powerful A.I.",,,"Afroditi Maria Konidari, Rui Zhang",https://tendertec.org,For Profit,contact@tendertec.org,https://www.linkedin.com/company/tendertec/,"Tendertec is an award winning AI venture opening the door to personalised, preventative, and cost-effective care. Established in 2017 by Dr. Afroditi Konidari and Rui Zhang, builds personalised technology that gives people a better ageing journey. We have been awarded the EIT Health and GE Healthcare 2018 “Disruptive Product” Award, are TechNation's 2021 Rising Star Regional Winners, have been named Vodafone’s 5G Dig Top 20 start-up and having been included in BusinessCloud's Wales Tech 50 List and BusinessLive’s Top 25 Tech Companies in Wales.",$1M to $10M,2017-03-01,month,642000,EUR,718619,"Artificial Intelligence, Community and Lifestyle, Data and Analytics, Hardware, Health Care, Science and Engineering, Software, Sports",Active,2019-05-31,,,,,
Epic Impact,https://www.crunchbase.com/organization/epic-impact,535000,GBP,718688,Private,Seed,1-10,"E-Commerce, Loyalty Programs, Social Impact, Sustainability","Bristol, Bristol, City of, United Kingdom","A mobile app that helps users track their CO2, environmental & social footprint, and rewards them for buying ethical & sustainable products.",,,"Grant Calton, James Brown",https://www.heyepic.world,For Profit,hello@heyepic.world,https://www.linkedin.com/company/heyepicworld/,"65% of consumers - rising to 88% amongst Millennials and Gen Zs - want brands to share and epitomise their values. However, only 26% are actually buying from such purpose-driven brands. The reason for this, fundamentally, is that people don't believe that they can make a difference. At Epic Impact we want to change that. We have a vision of a world where every time we spend money, we have a positive impact on humanity, nature and the environment. This is why we have created a new category of lifestyle tool; Personal Impact Management. With a Personal Impact Management solution like Epic's, consumers can better understand, manage and improve the impact that they have on the world around them. Through our mobile app, consumers can: - Let us know what values are important to them, to personalise their Epic Impact experience - Explore a directory of vetted ethical, sustainable merchants, covering categories such as clothing & accessories, homeware, renewable energy, food, and holidays. - Earn real-time, automated rewards whenever they make a purchase from an Epic Impact Rewards merchant. - Use those rewards to donate to charities or offset carbon emissions. - Track the contribution their day-to-day spending make towards the UN Sustainable Development Goals. For merchants, Epic Impact provides: - a no-code integration rewards platform for e-commerce and epos systems that can connect to over 550 solutions, including Shopify, Squarespace, Magento 2, WooCommerce and WIX, and be launched in minutes. - a loyalty rewards platform designed to build values-based relationship with their customers, from exclusive offers, to gift cards, to interactive digital receipts. There is, understandably, a lot of focus on the major issue of climate change and carbon emissions, which is driving an increase in top-down solutions that aim to help consumers reduce their carbon footprint. However, for the majority of consumers, when it comes to the moment of purchase, it is convenience and affordability that are the primary concern, not the carbon footprint of their purchase. Furthermore, being carbon neutral will become as mandatory for merchants as having a website and a social media presence, so what will cause long-term loyalty with companies that have purpose at their core? The answer lies in the alignment of values between merchant and consumer, such as ocean conservation, wildlife protection, the reduction in people suffering hunger and living in poverty. Where Epic Impact differs is that we are taking a bottom up approach, focusing on empowering consumers to support the causes that they care about when they shop. Then, through a growing network effect, this momentum of buying better will support not just reducing carbon emissions, but also creating a cleaner, fairer world for all of humanity, nature and the environment.",$1M to $10M,2017-12-04,day,140000,GBP,195004,"Commerce and Shopping, Other, Sales and Marketing, Sustainability",Active,2021-03-01,,,,,
Zumo,https://www.crunchbase.com/organization/zumo,4202197,USD,4202197,Private,Seed,11-50,"Financial Services, FinTech, Software","Edinburgh, Edinburgh, City of, United Kingdom",Enterprise-ready digital asset infrastructure.,,,"Nick Jones, Paul Roach",https://zumo.tech,For Profit,hello@zumo.tech,https://www.linkedin.com/company/zumo-enterprise,"Zumo believes everyone should have access to sustainable finance, and that blockchain has the power to deliver this globally. Its mission is to provide a better planet for digital assets, delivering sustainable, accessible and secure ways to unlock the benefits of web3.  As an enterprise-focused digital-asset-as-a-service platform, Zumo’s turnkey, API-based infrastructure offers a fast, flexible and compliance-sensitive route to market, empowering fintechs, banks, asset managers and brands to offer their clients the tools of the future simply, securely and sustainably while also opening up new revenue streams, attracting new customers and supporting customer retention. A values-driven business, Zumo has underlined its commitment to a fairer society and a sustainable planet with an ambitious 2030 net zero strategy encompassing its own business; the blockchains it works with; and the wider digital asset ecosystem. Carbon-neutral since inception, the business is committed to ongoing collaboration in the decarbonisation of the digital assets industry. Zumo was an early signatory of the Crypto Climate Accord, the first digital asset business to receive UK government funding from the UK’s national innovation agency, Innovate UK, to further its applied work on the decarbonisation of digital assets, and is now a key contributor to industry guidance on the energy consumption of blockchain, working in tandem with  the World Economic Forum and the OECD. Zumo’s infrastructure also powers the direct-to-consumer Zumo App, launched in the UK and registered with the Financial Conduct Authority (FCA).",,2017-11-01,day,770000,GBP,981170,"Financial Services, Software",Active,2020-09-22,,,,,
Weekly10,https://www.crunchbase.com/organization/weekly10,116350,GBP,148209,Private,Seed,51-100,"Employee Benefits, Enterprise Software, Human Resources, SaaS, Software","Wrexham, Wrexham, United Kingdom","Weekly10 powers 3 things: frequent feedback for higher engagement, effective performance and goal-setting, & insights without pulse surveys.",,,Andrew Roberts,https://www.weekly10.com,For Profit,contact@weekly10.com,https://www.linkedin.com/company/weekly10/,"Weekly10 is a UK-based software company. It's the only HR tool built for employees - not just HR. It's based on the Weekly10 check-in: a way for managers and employees to have better, more frequent conversations. These lead to better employee engagement and business culture, better employee performance and goal-setting, and less-intrusive ways of measuring engagement and sentiment than pulse surveys and Q12s. Meaningful Conversations The Weekly10 check-in facilitates meaningful conversations between your managers and their teams by combining regular two-way feedback and peer recognition with Goal and OKR tracking. It’s built on well-established behavioural science principles and research to help you ask the right question in the right way at the right time.  Visibility supports succession planning  Weekly10 gives managers the tools to improve their team’s visibility to senior leaders by highlight the great work their direct reports are doing and shine a light on rising stars. 9-box and talent mapping help with more strategic succession planning. When your people know what’s expected, they can deliver the extraordinary  Set OKRs and goals aligned with company objectives and track everyday performance. Understand which teams are over-delivering and step-in early before under-achievers impact business performance.  Take the pain out of performance reviews Eliminate 90% of review prep time by using the Weekly10 check-ins to fuel meaningful conversations based on hard evidence. Then feedback into Weekly10 for even more data-driven insights and notes for next time Early trend visibility for leaders Weekly10 check-ins power AI analytics so you can compare sentiment and engagement across time periods, functions, geographies, or other groupings, giving you metrics that you can measure and impact.  Effortless adoption and administration  Accessible via Web, Mobile app or Microsoft Teams means all your people complete their Weekly10 check-in where they prefer to work. Your IT team will love Weekly10 too. We integrate with Microsoft Azure Active Directory and use SSO making “I forgot my password” obsolete.",,2017-01-01,year,,,,"Administrative Services, Health Care, Software",Active,2021-04-01,,,,,
Jiva Materials,https://www.crunchbase.com/organization/jiva-materials,550000,EUR,611081,Private,Seed,51-100,Manufacturing,"London, England, United Kingdom",Jiva Materials strives to question the manufacturing methods of our modern technology.,,,"Jack Herring, Jonathan Swanston",https://www.jivamaterials.com/,For Profit,,,"Established in September 2017, Jiva Materials is a sustainability start-up based in London, UK. ​ Through material science, Jiva Materials strives to question the manufacturing methods of our modern technology. Using naturally derived products, Jiva Materials is attempting to rebuild these industries from the bottom up.",,2017-09-01,month,350000,EUR,367921,Manufacturing,Active,2022-12-07,,,,,
Toddle,https://www.crunchbase.com/organization/toddle,200000,USD,200000,Private,Seed,1-10,"Consumer Goods, Education, Fashion, Health Care","Wrexham, Wrexham, United Kingdom",Toddle is a skin care brand for children,,,Hannah Saunders,https://www.toddlebornwild.com/,For Profit,,https://linkedin.com/company/toddle-born-wild,"Toddle employs bioplastic, aluminum, and refills across the collection, so you can safeguard and nourish your little adventures while also treading lightly on the environment. Use text and a picture to draw attention to your chosen product, collection, or blog post. Provide information on availability, style, or even a review.",,2017-01-01,year,200000,USD,200000,"Clothing and Apparel, Consumer Goods, Design, Education, Health Care",Active,2019-05-10,,,,,
SuccessData,https://www.crunchbase.com/organization/successdata,600000,GBP,763464,Private,Seed,11-50,"Artificial Intelligence, Information Services, Information Technology","London, England, United Kingdom",SuccessData provides document processing solutions.,,,Laurent Louvrier,https://www.successdata.ai/,For Profit,,https://www.linkedin.com/company/sc-io/,"SuccessData is a data extraction and workflow automation solution that uses machine learning to automatically transform unstructured data from documents like reports, regulatory filings, web pages, news articles, or legal and commercial contracts into machine-readable datasets. By definition, these datasets cannot be processed by existing software or analytics platforms.",,2017-01-01,year,600000,GBP,763463,"Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",Active,2019-06-11,,,,,
ATAR Labs,https://www.crunchbase.com/organization/atar-labs,2500000,EUR,2987500,Private,Seed,11-50,"Cyber Security, Information Services, Information Technology, Security","London, England, United Kingdom",ATAR Labs builds next generation SOAR platforms. ATAR helps SOCs become more vigilant and effective while helping them achieve more.,ATAR Labs acquired by Novell,https://www.crunchbase.com/acquisition/micro-focus-acquires-atar-labs--9fdf319e,"Burak Dayıoğlu, Gokhan Say, Murat Tora",http://www.atarlabs.io/,For Profit,info@atarlabs.io,https://www.linkedin.com/in/atar-labs,"ATAR Labs builds next generation Security Orchestration, Automation and Response (SOAR) platforms. Our flagship product ATAR helps SOC teams to become more vigilant and effective while helping them achieve more. ATAR has integrations with more than 100 different technologies and orchestrate and automate investigation and response activities spanning those platforms and more.",$1M to $10M,2017-09-01,day,2500000,EUR,2987500,"Information Technology, Privacy and Security",Active,2017-09-22,,,,,
Cytoseek,https://www.crunchbase.com/organization/cytoseek,4670000,GBP,6381785,Private,Seed,1-10,"Biotechnology, Life Science, Medical, Pharmaceutical","Bristol, Bristol, City of, United Kingdom",For next-generation cell therapies.,,,Adam Perriman,https://www.cytoseek.uk/,For Profit,info@cytoseek.uk,,"CytoSeek's mission is to use cell membrane augmentation technology to unlock the potential of next generation of advanced therapies. We are a spinout company from the University of Bristol. Our novel cell membrane augmentation technology enables us to add new functionalities to cell therapies including tissue specific targeting and enhanced cell survivability.  CytoSeek is engaged in proof of principle studies to demonstrate enhancement of cell therapies for cancer, heart disease, osteoarthritis and diabetic wound healing. We are looking to partner with cell therapy companies to bring these products to the clinic and ultimately enhance human health.",,2017-01-01,year,3570000,GBP,4963124,"Biotechnology, Health Care, Science and Engineering",Active,2021-03-16,,,,,
