Organization Name,Organization Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),IPO Status,Last Funding Type,Number of Employees,Industries,Headquarters Location,Description,Transaction Name,Transaction Name URL,Founders,Website,Company Type,Contact Email,LinkedIn,Full Description,Estimated Revenue Range,Founded Date,Founded Date Precision,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Industry Groups,Operating Status,Last Funding Date,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni)
AdinCube,https://www.crunchbase.com/organization/adincube,1000000,USD,1000000,Private,Non-equity Assistance,51-100,"Ad Network, Apps, Mobile, Web Development","London, England, United Kingdom",AdinCube is the provider of mobile revenue optimisation technology.,AdinCube acquired by Ogury,https://www.crunchbase.com/acquisition/ogury-acquires-adincube--9395bfde,"Etienne Rugeri, Jonathan Ferrebeuf",https://www.adincube.com,For Profit,contact@adincube.com,,"AdinCube is the leading provider of mobile revenue optimisation technology. It uses artificial intelligence to optimise ad-revenue for mobile publishers. Through one simple integration, AdinCube by Mozoo gives you access to all the ad-networks and ad-exchanges, gathers your earnings and pays you immediately. Their predictive algorithm puts CPC, CPI and CPA campaigns in competition with CPM campaigns in real-time, to ensure maximum yield and highest fill rates compared to any other solution available. The technology is entirely unbiased, and gives publishers full clarity over the optimisation process. The group, Mozoo, also boasts the world’s first premium video and rich media ad-exchange. With offices in London, Paris, Los Angeles, San Francisco and Hong Kong, Mozoo recently made the Deloitte Fast 500 list.",,2016-01-01,day,1000000,USD,1000000,"Advertising, Apps, Mobile, Software",Active,2016-01-01,,,,,
Icontract Ventures Ltd.,https://www.crunchbase.com/organization/icontract-ventures-ltd,1156884,GBP,1615991,Private,Equity Crowdfunding,1-10,"Human Resources, Internet, Recruiting, Social Recruiting","London, England, United Kingdom",iContract connects professional contractors with recruiters to match jobs,,,"Amanda Cai, Paul De Francisci",http://icontract.co.uk,For Profit,info@icontract.co.uk,https://www.linkedin.com/company/icontract?trk=biz-companies-cym,iContract connects professional contractors with recruiters to match jobs,Less than $1M,2016-04-01,day,806884,GBP,1153581,"Administrative Services, Internet Services, Professional Services",Active,2018-04-17,,,,,
Burrow,https://www.crunchbase.com/organization/burrow-uk,1523480,USD,1523480,Private,Seed,11-50,"Finance, Financial Services, FinTech","London, England, United Kingdom","Burrow makes mortgages delightfully digital, accompanied by expert human advice.",Burrow acquired by DPR Consulting Ltd.,https://www.crunchbase.com/acquisition/dpr-consulting-ltd-acquires-burrow-uk--295d680c,Pradeep Raman,https://letsburrow.com,For Profit,hello@letsburrow.com,https://www.linkedin.com/company/10662415/,"Burrow makes mortgages delightfully digital, accompanied by expert human advice. They believe that the process of getting a mortgage should be simple and delightfully digital and that it should be fast, transparent, low-cost, and online. Burrow’s mission is to make that happen. The UK mortgage market is worth over £250 billion a year and the housing market is a hugely important part of our society and economy. Yet the process of getting a mortgage - the biggest purchase we make, is still a painfully face-to-face, offline, paper-based process. That’s why Burrow is re-engineering the mortgage process from the ground up. The company is using technology to make it faster and frustration-free, and humans to make it friendly and personable.",$1M to $10M,2016-05-01,day,1200000,USD,1200000,Financial Services,Active,2017-09-20,,,,,
Channel Fight,https://www.crunchbase.com/organization/channel-fight,357500,GBP,493197,Private,Seed,11-50,Sports,"London, England, United Kingdom",Channel Fight is a streaming platform.,,,"Peter Ruppert, Russell Hart",https://www.channelfight.com/,For Profit,,,"Channel Fight is a streaming platform for martial arts and self-defense instruction. They watch on demand on all devices, linear TV, new instructors, and videos added every month.",$1M to $10M,2016-10-11,day,107500,GBP,140583,Sports,Active,2020-01-05,,,,,
Build A Rocket Boy,https://www.crunchbase.com/organization/build-a-rocket-boy,,USD,,Private,Series C,101-250,"Information Technology, PC Games","London, England, United Kingdom",Build A Rocket Boy is an independent game development company.,,,Leslie Benzies,https://buildarocketboy.com,For Profit,,https://www.linkedin.com/company/buildarocketboy/,"Build A Rocket Boy is a developing company of games. They provide game services such as animation, art, code, finance, information technology, animation, art, code, data, finance, information technology, marketing, production, technical design, analytics, and insights.",$50M to $100M,2016-01-01,year,,,,"Gaming, Information Technology",Active,2022-01-26,,,,,
Mercanto,https://www.crunchbase.com/organization/mercanto,759060,USD,759060,Private,Seed,1-10,"Big Data, Email Marketing, Marketing","London, England, United Kingdom",Mercanto helps retailers show each shopper exactly what they like.,,,Peter Duffy,https://mercanto.app,For Profit,hello@mercanto.app,https://www.linkedin.com/company/mercanto,"Mercanto is a personalisation platform specialising in email. They do this by: 1. Building a taste profile of each shopper’s unique tastes and interests. 2. Using  a ranking algorithm to merchandise the best content for each shopper. By knowing each shopper’s preferences across multiple sessions and transactions, Mercanto determines the best content for each individual shopper.  This maximises relevance for shoppers and boosts revenue for brands.",Less than $1M,2016-09-19,day,200000,USD,200000,"Data and Analytics, Sales and Marketing",Active,2018-12-04,,,,,
Reactoo,https://www.crunchbase.com/organization/reactoo,650000,GBP,864872,Private,Seed,1-10,"Mobile, Video","London, England, United Kingdom",Reactoo is a cloud-based toolkit that includes real-time audience participation and webcam talent programming.,,,"Ben Bartlett, Dusan Brejka, John Caffery, Marc Williams, Roman Labis",http://reactoo.com,For Profit,support@reactoo.co.uk,https://www.linkedin.com/company/reactoo/,"Reactoo is a cloud-based toolkit that includes real-time audience participation and webcam talent programming. The Cloud Video Production Suite provides the tools customers need to produce broadcast-quality production formats such as watchalongs, interactive video walls, remote commentary, interactive programs, and panel debates. The company provides ""Watch Together"" and live cloud video creation technology that is trusted by global content creators.",,2016-07-20,day,500000,GBP,665772,"Media and Entertainment, Mobile, Video",Active,2017-12-17,,,,,
Materialize.X,https://www.crunchbase.com/organization/materialize-x,71429,EUR,83304,Private,Grant,1-10,"Advanced Materials, Artificial Intelligence, Industrial Automation, Industrial Engineering, Machine Learning, Manufacturing, Software","London, England, United Kingdom",Materialize.X produces sustainable chemical and software solutions.,,,"Adrien Hitz, Fabio Fiorelli, Haidin Rashid",http://www.materializex.com/,For Profit,haidin.rashid@materializex.com,https://www.linkedin.com/company/materialize.x/,"Materialize.X employs chemistry and data science to develop environmentally friendly adhesives and improve manufacturing processes. In the engineered wood industry, they find a scalable non-toxic adhesive to replace the current harmful adhesive, urea-formaldehyde adhesive. In order to improve the effectiveness of the manufacturing process, they create machine-learning optimization algorithms.",,2016-01-01,year,71429,EUR,83304,"Artificial Intelligence, Data and Analytics, Manufacturing, Science and Engineering, Software",Active,2018-08-01,,,,,
Hovering Solutions,https://www.crunchbase.com/organization/hovering-solutions,71429,EUR,81868,Private,Grant,1-10,,"London, England, United Kingdom","Hovering Solutions is a drone technology developer for water utilities, hydropower, and civil construction.",,,Fran Espada,http://www.hoveringsolutions.com/,For Profit,contact@hoveringsolutions.com,https://www.linkedin.com/company/hovering-solutions-ltd./,"Hovering Solutions designs and manufactures autonomous flying robots for the digitalization of underground or indoor critical infrastructure, such as tunnels, penstocks, mines, water collectors, and elevator shafts. They provide services to water utilities, hydropower, civil construction, and mining.",,2016-01-01,year,71429,EUR,81868,,Active,2019-01-01,,,,,
Zhappy,https://www.crunchbase.com/organization/zappy-3,1019084,USD,1019084,Private,Angel,1-10,"Apps, E-Commerce Platforms, Lifestyle, Software","London, England, United Kingdom",Zhappy is a mobile application that allows tasks to be outsourced to a crowdsourced workforce.,,,Alexander Eloy,http://zhappy.co.uk,For Profit,press@zhappy.co.uk,https://www.linkedin.com/company-beta/10099763/,"Zhappy is an on-demand app that can help you with just about anything, giving you time to focus on what’s most important. Simply post a task, grab a coffee and check your offers - it’s really that simple!",,2016-01-01,year,800000,USD,800000,"Apps, Commerce and Shopping, Community and Lifestyle, Internet Services, Software",Active,2016-07-01,,,,,
FEAST Hq,https://www.crunchbase.com/organization/feast-hq,152570,GBP,197594,Private,Equity Crowdfunding,11-50,"E-Commerce, Food and Beverage, Food Delivery, Hospitality, Logistics, Restaurants","London, England, United Kingdom", FEAST is a late night delivery service. ,,,Simon Pusey,https://feasthq.com/,For Profit,,https://www.linkedin.com/company/feast-london/about/,"FEAST is a late night delivery service. Working with some of the best 24-hour restaurants, it delivers to customers and partner hotels between 7pm and 5am. FEAST is now raising funds to expand its service across London.",$1M to $10M,2016-01-01,year,152570,GBP,197593,"Commerce and Shopping, Food and Beverage, Transportation, Travel and Tourism",Active,2017-09-02,,,,,
Personably,https://www.crunchbase.com/organization/personably,500000,GBP,710122,Private,Seed,1-10,"Human Computer Interaction, Human Resources, Internet, SaaS, Software","London, England, United Kingdom","Personably is a Saas company that helps in building happy, productive teams by creating amazing onboarding experiences for new hires. ",,,"Katerina Pascoulis, Lewis Blackwood",https://personably.co,For Profit,hello@personably.co,https://www.linkedin.com/company/11276858/,"Personably is a Saas company that helps in building happy, productive teams by creating amazing onboarding experiences for new hires.  It automates away the manual tasks like setting up accounts and scheduling meetings, allowing managers to focus on creating the context the new starter needs to succeed at their job. This saves the people team and managers time as well as ensuring the new joiner can be productive, quicker. ",$1M to $10M,2016-12-01,month,500000,GBP,710122,"Administrative Services, Design, Internet Services, Science and Engineering, Software",Active,2018-04-18,,,,,
Study Rocket,https://www.crunchbase.com/organization/study-rocket,350000,GBP,484716,Private,Seed,11-50,"E-Learning, Education, Gamification, Productivity Tools","London, England, United Kingdom",Study Rocket is the learning platform that stops procrastination.,,,James Terry,https://studyrocket.co.uk/,For Profit,,https://www.linkedin.com/company/study-rocket/,Study Rocket is a study tool that removes procrastination from home-based work by providing students with an instantaneous process for effective and enjoyable learning.,,2016-01-01,year,350000,GBP,484715,"Education, Gaming, Software",Active,2018-03-05,,,,,
Doctaly,https://www.crunchbase.com/organization/doctaly,871057,GBP,1211450,Private,Equity Crowdfunding,1-10,"Fitness, Health Care, Wellness","London, England, United Kingdom","Doctaly is a health care Company, Doctaly challenges the problem of GP access whilst supporting NHS GP practices. ",,,"Ben Teichman, Dinesh Silva",https://www.doctaly.com,For Profit,,https://www.linkedin.com/company/27026700/,"Doctaly is a  health care Company, Doctaly challenges the problem of GP access whilst supporting NHS GP practices. For a quick, affordable way to see a Doctor when you need one, trust Doctaly. There’s no interrogation by the receptionist and you don’t need to know you’re going to be ill two weeks in advance! So if you wake up feeling a bit rough, you’re struggling to shake off a niggly cough, or you want to speed up some routine tests, Doctaly is on call for you.",Less than $1M,2016-01-01,year,63477,GBP,82138,"Health Care, Sports",Active,2019-12-02,,,,,
Verado,https://www.crunchbase.com/organization/verado,463635,USD,463635,Private,Pre-Seed,1-10,"Consumer Goods, E-Commerce, Internet, Mobile Apps, Online Portals, Sales","London, England, United Kingdom","Verado empowers people to monetise their belongings, instantly.",,,"Claudio de Giovanni, Mirko de Giovanni",http://www.verado.com,For Profit,info@verado.com,https://www.linkedin.com/company/verado/,"Verado is a global technology platform designed to empower everyone to instantly monetize their belongings. Whether selling an old laptop or unlocking cash by collateralizing valuables for a loan, our technology is crafted to enable consumers to do so with unprecedented ease. Snap a picture of your electronics, valuables, apparel or other belongings, get an instant appraisal through our real time valuation engine, and receive a direct payout to your bank account immediately. We are a deep technology company, envisioning a world where products’ lifecycle is lengthened and the ecological burden of trashing minimised.  What exists currently is falling short of the experience modern consumers expect. They value convenience, comfort and speed, and don’t deem existing selling channels even marginally satisfactory. They are tired of the tedious paper-work, negotiating with uncommitted buyers through outdated messaging systems, managing the logistics, and the time-consuming nature of the process. Through our innovative solutions, we are cutting down from days to seconds the time it takes to receive a valuation; and from weeks to hours, the time necessary to sell! Verado is changing the rules of the game - It’s simplicity, re-engineered. We believe selling should be as seamless as buying. Therefore, rather than accumulating unused products at home or worse letting them end up in a landfill forever -  we enable individuals to monetize their unwanted things, free up valuable space in their home and reduce their need for borrowing whilst simultaneously minimizing their ecological footprint.",Less than $1M,2016-06-01,month,110500,GBP,139661,"Apps, Commerce and Shopping, Consumer Goods, Internet Services, Mobile, Sales and Marketing, Software",Closed,2019-05-31,,,,,
IntelligentX,https://www.crunchbase.com/organization/intelligentx,120000,USD,120000,Private,Pre-Seed,1-10,"Artificial Intelligence, Food and Beverage, Machine Learning, Service Industry, Software","London, England, United Kingdom",IntelligentX produces the world’s first beer brewed by artificial intelligence.,,,"Hew Leith, Rob McInerney",http://intelligentx.ai,For Profit,info@intelligentx.ai,,IntelligentX produces the world’s first beer brewed by artificial intelligence. They have created a premium beer that uses complex machine learning algorithms to improve itself from your feedback.,$10M to $50M,2016-07-07,day,120000,USD,120000,"Artificial Intelligence, Data and Analytics, Food and Beverage, Other, Science and Engineering, Software",Active,2016-10-03,,,,,
ProInteractive,https://www.crunchbase.com/organization/prointeractive,50000,GBP,57072,Private,Seed,1-10,"Advertising Platforms, Artificial Intelligence, Digital Marketing, Lead Generation, Lead Management, Machine Learning, Marketing Automation, Sales Automation","London, England, United Kingdom",AI powered customer acquisition platform that is simplifying the way SMEs acquire new customer opporunities.,,,,https://www.prointeractive.com,For Profit,info@prointeractive.com,,,,2016-06-09,day,50000,GBP,57072,"Advertising, Artificial Intelligence, Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",Active,2022-09-16,,,,,
Colorintech,https://www.crunchbase.com/organization/colorintech,200000,GBP,255317,Private,Grant,1-10,Non Profit,"London, England, United Kingdom",Colorintech is a London-based nonprofit on a mission to diversify the European tech industry.,,,"Ashleigh Ainsley, Dion McKenzie",http://www.colorintech.org,Non-profit,contact@colorintech.org,https://www.linkedin.com/company/colorintech/,"Founded in 2016, Colorintech is a nonprofit founded by tech executive & investor Dion McKenzie and ex-Google Ashleigh Ainsley. Working towards a more transparent and inclusive tech industry, Colorintech focuses on advocacy, data and programs that help create tech careers for underrepresented individuals.",$1M to $10M,2016-01-01,year,200000,GBP,255316,Other,Active,2018-11-15,,,,,
LawPanel,https://www.crunchbase.com/organization/lawpanel,700000,USD,700000,Private,Pre-Seed,1-10,"Enterprise Software, Legal, Online Portals, SaaS, Software","London, England, United Kingdom",LawPanel delivers a state of the art SaaS platform for digitisation of legal services,,,"Mark Kingsley-Williams, Sebastian Guerrero, Thomas Brattli",http://www.lawpanel.com,For Profit,info@lawpanel.com,https://uk.linkedin.com/company/lawpanel,"LawPanel sets a new standard with innovative, powerful yet easy-to-use tools enabling law firms and corporate law departments to work smarter and achieve better results. Our first specialist tools are for IP.",,2016-04-30,day,700000,USD,700000,"Internet Services, Professional Services, Software",Active,2018-12-01,,,,,
LeadPro,https://www.crunchbase.com/organization/leadpro,62400,USD,62400,Private,Grant,1-10,Software,"London, England, United Kingdom",LeadPro is a London-base Company.,,,Sam Zawadzki,https://www.lead.pro/,For Profit,,,"Developer of an enquiry management software designed to help landlords or agents to take bids for rental property from tenants. The company's software offers enquirers to complete a simple qualification questionnaire that is sent to agent in minutes so that they can responds to all portal enquiries in a few seconds, enabling consumers to book property viewings 24/7 and make offers online.",,2016-01-01,year,62400,USD,62400,Software,Active,2016-12-19,,,,,
CVEDIA,https://www.crunchbase.com/organization/cvedia,,USD,,Private,Seed,11-50,"Analytics, Artificial Intelligence, Computer Vision, Information Technology, Software","London, England, United Kingdom","CVEDIA is a synthetic data AI solutions company providing computer vision algorithms, deep learning services, analytics, and deployment.",,,"Arjan Wijnveen, Rodrigo Orph",https://cvedia.com/,For Profit,info@cvedia.com,https://www.linkedin.com/company/10450901,"CVEDIA is an AI solutions company that develops computer vision algorithms using synthetic data - coined ""synthetic algorithms"". CVEDIA technology is based off of their proprietary simulation engine, SynCity, and developed using data science and deep learning theory. The company operates cross-industry in infrastructure, security, smart cities, utilities, manufacturing, and aerospace.",,2016-02-01,day,,,,"Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",Active,2018-08-28,,,,,
Deep Science Ventures,https://www.crunchbase.com/organization/deep-science-ventures,,,,Private,,1-10,"Biopharma, Biotechnology, Commercial, Industrial Engineering, Life Science, Mechanical Engineering, Venture Capital","London, England, United Kingdom","DSV is a venture studio and a fund that develops a systematic, optimized approach to science company development and investment.",,,"Alexandra Sakatos, Alexandros Christou, Annelise Soulier, Bakul Gupta, Dominic Falcao, Eirini Malliaraki, George Tetley, Majed Jawad, Mark Hammond, Pedro Correa de Sampaio",http://deepscienceventures.com/,For Profit,hello@deepscienceventures.com,https://www.linkedin.com/company/deep-science-ventures,"Deep Science Ventures is an accelerator that works with scientists to build companies, from scratch, across domains from biochemistry to nano-tech. They provide a basic salary to fund the first 3 months of the program, followed by a £30k investment into those teams that demonstrate the commercial and technical viability of their startup.  It is based in London, United Kingdom.",,2016-01-01,year,,,,"Biotechnology, Financial Services, Health Care, Lending and Investments, Manufacturing, Other, Science and Engineering",Active,,,,,,
isoshealth,https://www.crunchbase.com/organization/isoshealth,350000,GBP,471577,Private,Pre-Seed,1-10,"Fitness, Health Care, Wellness","London, England, United Kingdom",a marketplace that puts wellbeing experts at your fingertips,,,Kimberley Page,https://isoshealth.com/,For Profit,hello@isoshealth.com,https://www.linkedin.com/company/isoshealth/,"Connecting mind, body and nutrition experts to clients whenever and wherever they need it. At isoshealth, we believe everyone should have access to personalised health information and guidance. With a stretched healthcare system, epidemic level poor health and more people increasingly turning to private care accessibility has never been more important.",Less than $1M,2016-07-29,day,350000,GBP,471577,"Health Care, Sports",Active,2017-12-01,,,,,
Gameway,https://www.crunchbase.com/organization/andi-2,68000,GBP,81873,Private,Seed,1-10,"Artificial Intelligence, Augmented Reality, Big Data, Casual Games, Gaming, Machine Learning, Mobile Apps, Online Games, Video Games, Virtual Reality","London, England, United Kingdom",Gameway is the mobile gaming experience of the future.,,,"Benjamin Woolf, Samuel Koch",https://dan.com,For Profit,contact@gameway.io,https://www.linkedin.com/company/10867961,"Founded in 2016, Gameway is set to revolutionise and unite the fragmented world of mobile gaming. Gameway empowers users to enjoy discovering the best games on their phone through simplifying the way mobile gaming content is presented to them. Additionally Gameway is set to provide game developers with new tools to enhance their work and increase engagement with fans across the globe. Our Challenge: Mobile gaming is growing at a phenomenal rate with over 1000 games released per week across Google’s Play Store and Apple’s App Store. There are 3.4 million apps and games currently available on the Play Store store alone. With so much choice, it’s no wonder it takes users between 15-60 minutes to manually find a game they may be interested in. Even when a user does find a game, 72% are uninstalled after being played just twice. By using an app store, users see less than 1% of the games available to them, the majority of these from the large studios with bigger marketing budgets. Why Now: Another 1 billion people are expected to gain access to the internet in the next 3 years through mobile. Growing up truly mobile-first they’ll discover all their entertainment, including games via their phones. Mobile gaming has reached the point of max-saturation, the app stores are overfilled and advertising is pulling customers in every direction to download games. The recent growth of Artificial Intelligence algorithms, combined with the mass scaling and low cost architectures provided by Amazon and Google, now allow for extremely personalised experiences, distributed across mobile phones around the world in any language.",Less than $1M,2016-02-23,day,,,,"Apps, Artificial Intelligence, Data and Analytics, Gaming, Hardware, Mobile, Science and Engineering, Software",Active,2019-09-21,,,,,
CoVi Analytics,https://www.crunchbase.com/organization/covi-analytics,15000,EUR,16343,Private,Seed,1-10,"Analytics, Asset Management, Banking, Compliance, Insurance, Risk Management, Software","London, England, United Kingdom","Productivity solutions for regulated firms, reducing compliance effort & freeing staff to focus on business.",CoVi Analytics acquired by Charles Taylor InsureTech,https://www.crunchbase.com/acquisition/charles-taylor-insuretech-acquires-covi-analytics--5aa9f760,Waleed Sarwar,https://www.covianalytics.com/,For Profit,,https://www.linkedin.com/company/covi-analytics,"Developing productivity solutions that connect operational information with big-data through technologies that simplify business activities, automate operations and deliver new insights.",,2016-01-01,day,,,,"Data and Analytics, Financial Services, Lending and Investments, Professional Services, Software",Active,2018-03-29,,,,,
Drfocused,https://www.crunchbase.com/organization/drfocused,308910,GBP,402697,Private,Equity Crowdfunding,11-50,"Health Care, Hospital, Medical","London, England, United Kingdom",Drfocused creates clinician-centred digital solutions improve the working lives of doctors.,,,"Artem Stalpouski, Eleanor Burgess, Kit Latham",http://drfocused.com/,For Profit,team@drfocused.com,https://www.linkedin.com/company/drfocused,"Drfocused creates clinician-centred digital solutions improve the working lives of doctors. Drfocused is part of the larger community of UK doctors, helping doctors to support doctors in this tumultuous time. Drfocused improves the working lives of doctors by offering digital solutions that work, and does this by listening and collaborating with the global doctor community.",,2016-01-01,year,308910,GBP,402696,Health Care,Closed,2017-07-18,,,,,
Selfhood Studios Inc,https://www.crunchbase.com/organization/selfhood-studios-inc,1000000,GBP,1269364,Private,Seed,11-50,"Big Data, Brand Marketing, Consulting, Consumer Applications, Graphic Design, Marketing, Predictive Analytics, Social Media Management, UX Design, Web Development","London, England, United Kingdom","A Digital age disruptive, internet - breaking influencer marketing company, started in heart of London.",,,"Aveek Dasmalakar, Oscar Richmond",http://www.selfhood-studios.com,For Profit,info@selfhood-studios.co.uk,https://www.linkedin.com/company/11282025/,"Selfhood brings a creative, forward thinking philosophy to build digital brand identities that challenges what we know - and what we think we know - in bringing brands to life. As we’re not afraid to lean in, ask questions and take a hands-on approach, we’re able to maintain strong relationships and build long-lasting rapport. We’re a fierce, capable and independent agency attentive to detail, with an honest attitude and cutthroat design.",,2016-01-03,day,1000000,GBP,1269364,"Apps, Artificial Intelligence, Data and Analytics, Design, Internet Services, Professional Services, Sales and Marketing, Software",Active,2019-06-30,,,,,
mytoddlr,https://www.crunchbase.com/organization/mytoddlr,200000,USD,200000,Private,Seed,1-10,"Child Care, Children, Education, Mobile","London, England, United Kingdom",mytoddlr is a new improved tool that helps early education providers better manage their setting and engage parents.,,,"Adedayo Ayoade, Adeola Adesuyi, Kehinde Yinusa, Molawa Adesuyi, Stanley Ogbuchi",https://mytoddlr.com,For Profit,wecare@mytoddlr.com,https://www.linkedin.com/company/mytoddlr,"mytoddlr is an application that school teachers use to keep parents updated on their children’s’ daily progress.     Teachers can record learnings and observations, as well as send pictures and videos.  Preschools can accept payments, process billing, track fees and monitor attendance.  Parents can send direct messages to preschool, conveniently pay fees and actively engage in their child's learning and development.",Less than $1M,2016-03-01,month,200000,USD,200000,"Community and Lifestyle, Education, Health Care, Mobile",Closed,2017-10-10,,,,,
Pactster,https://www.crunchbase.com/organization/pactster,75000,GBP,101629,Private,Grant,1-10,"Fitness, Health Care, Wellness","London, England, United Kingdom",Pactster is a social exercise platform for people with specific health conditions.,,,"Katie Bell, Pamela Scarborough",https://beamfeelgood.com,For Profit,hello@pactster.com,,Pactster is a social fitness platform offering channels of fitness videos for health specific needs along with motivational and community features to help people use exercise for both preventative and restorative health. ,$1M to $10M,2016-02-02,day,75000,GBP,101629,"Health Care, Sports",Closed,2018-05-13,,,,,
Smplicity,https://www.crunchbase.com/organization/smplicity,,,,Private,,11-50,"Business Intelligence, Consulting, CRM, Information Technology, Management Consulting","London, England, United Kingdom",Smplicity provides consulting services intended to offer personalized service to clients.,Smplicity acquired by BearingPoint,https://www.crunchbase.com/acquisition/bearingpoint-acquires-smplicity--16b6a128,"Goolshun Belut, Goolshun S Belut, Suraj Sonara",https://www.smplicity.co,For Profit,info@smplicity.co,https://www.linkedin.com/company/smplicity,"Smplicity is a salesforce consultant and was created by former Accenture consultants. They specialize in sales cloud, service cloud, pardot, and CPQ, providing personalized service with clients. Maintenance and operations, business improvement and solution evolution, strategic improvement projects, and consulting services are all provided by the company.",,2016-09-02,day,,,,"Data and Analytics, Information Technology, Professional Services, Sales and Marketing, Software",Active,,,,,,
Socital,https://www.crunchbase.com/organization/socital,1292000,GBP,1696404,Private,Seed,11-50,"Analytics, Artificial Intelligence, E-Commerce, Marketing Automation, Personalization, SaaS, Software","London, England, United Kingdom",Socital is a SaaS platform specialized in personalization and lead generation for ecommerce.,,,"Carmen Oprea, Florents Tselai, Haris Papageorgiou, Olga Mavi, Theofilos Vasileiadis",http://www.socital.com,For Profit,theo.vasiliadis@socital.com,https://www.linkedin.com/company/socital,"Socital is a SaaS software for personalized e-commerce. The company helps businesses build relevant customer relationships through deep customer insights, engagement, and personalization tools powered by the Socital Audience Intelligence platform.",,2016-02-28,day,632000,GBP,825707,"Artificial Intelligence, Commerce and Shopping, Data and Analytics, Sales and Marketing, Science and Engineering, Software",Active,2020-01-10,,,,,
Solar Water,https://www.crunchbase.com/organization/solar-water,71429,EUR,81868,Private,Grant,1-10,Water,"London, England, United Kingdom",Solarpower Plc is a UK public limited company specializing in providing inexhaustible supply of clean water.,,,,http://www.solarwaterplc.com,For Profit,info@solarwaterplc.com,,Solarpower Plc is a UK public limited company specializing in providing inexhaustible supply of clean water.,,2016-01-01,year,71429,EUR,81868,Natural Resources,Active,2019-01-01,,,,,
Altio,https://www.crunchbase.com/organization/altio-7e16,200000,GBP,260543,Private,Pre-Seed,1-10,"Analytics, Artificial Intelligence, Finance, FinTech, Machine Learning","London, England, United Kingdom",Altio is a tech investment house that leverages Hybrid Intelligence by enhancing human decision-making using AI.,,,Fabricio Mercier,https://altiotech.com/,For Profit,,https://www.linkedin.com/company/altiotech,Altio is a Tech investment house that leverages Hybrid Intelligence by enhancing human decision-making with AI to deliver exceptional performance.  We efficiently combine long term fundamental research with short term momentum analysis,,2016-12-01,day,200000,GBP,260542,"Artificial Intelligence, Data and Analytics, Financial Services, Science and Engineering, Software",Active,2019-02-04,,,,,
OWLR Technologies,https://www.crunchbase.com/organization/owlr,240000,GBP,299219,Private,Seed,1-10,"Apps, Mobile, Security, Software","London, England, United Kingdom","User-friendly software which makes complex home security cameras easy-to-use, more intelligent and safer for all.",,,"Chris Mark Jenkins, Gonçalo Catarino, Sanford Dickert",https://www.owlr.com,For Profit,info@owlr.com,http://linkedin.com/company/owlr,"OWLR is a compute software tech company that strives to offer an easy way to monitor what users care about from the palm of their hand.  Instead of requiring a technical degree or a lesson in network configuration, OWLR is focusing on making the use of off-the-shelf IP cameras smarter, simpler and more data secure. The company provides a free mobile viewing app on both App and Play Stores, OWLR is moving forward with value-added services for home and business - providing easy-to-manage Motion Alerts, safe and secure Alert Video Storage and OWLR Minders - an on-demand monitoring solution to provide professional support when needed for our users.",,2016-04-16,day,240000,GBP,299218,"Apps, Mobile, Privacy and Security, Software",Active,2017-02-15,,,,,
Polydone,https://www.crunchbase.com/organization/polydone,35000,USD,35000,Private,Seed,1-10,"B2B, Developer Tools, Information Technology, Project Management, Task Management","London, England, United Kingdom",Polydone is a project management platform for Agile teams.,,,Edward Pearse Wheatley,https://www.polydone.com/,For Profit,hello@polydone.com,https://www.linkedin.com/company-beta/10984433,"Polydone is a project management platform for Agile teams. It helps startups and companies keep their projects, tasks, timelines, and people organized. It is a platform where everyone can collaborate on projects and non-project tasks.",,2016-06-20,day,,,,"Administrative Services, Information Technology, Other, Software",Active,2017-07-17,,,,,
Voicefox,https://www.crunchbase.com/organization/voicefox,260000,USD,260000,Private,Angel,1-10,"Meeting Software, Presentations, Video","London, England, United Kingdom","Voicefox captures highlights from any meeting including who said what, takeaways, action items and overall sentiment.",Voicefox acquired by Showpad,https://www.crunchbase.com/acquisition/showpad-acquires-voicefox--d9db98ea,"Albert Kozlowski, Emily Dean, Gaurav Kotak",https://www.voicefox.co.uk/,For Profit,gkotak@voicefox.com,https://www.linkedin.com/company/voicefox,"Voicefox itegrates with existing video conference solutions (like Gotomeeting, Zoom or Google Hangouts) to record, transcribe and analyze business conversations. Voicefox helps capture key takeaways and action items from any meeting, as well as let users review key topics discussed, who said what or navigate to a specific slide presented.",$1M to $10M,2016-10-15,day,260000,USD,260000,"Media and Entertainment, Messaging and Telecommunications, Software, Video",Closed,2017-05-30,,,,,
