Organization Name,Organization Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),IPO Status,Last Funding Type,Number of Employees,Industries,Headquarters Location,Description,Transaction Name,Transaction Name URL,Founders,Website,Company Type,Contact Email,LinkedIn,Full Description,Estimated Revenue Range,Founded Date,Founded Date Precision,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Industry Groups,Operating Status,Last Funding Date,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni)
SyntheticGestalt,https://www.crunchbase.com/organization/syntheticgestalt,14000000,USD,14000000,Private,Series A,11-50,"Information Technology, Machine Learning, Pharmaceutical, Software","London, England, United Kingdom",SyntheticGestalt develops machine learning models for drug discovery and software for facilitating and automating research.,,,"Atsuhiro Hagiwara, Koki Shimada, Kotaro Kamiya",https://syntheticgestalt.com/,For Profit,info@syntheticgestalt.com,https://www.linkedin.com/company/syntheticgestalt,"SyntheticGestalt creates tools and methods for applied machine learning-based drug discovery that are aimed at streamlining and automating research in the life sciences sector. The company's synthetic biology simulation models can accurately predict the outcomes of various amino acid arrangements without having to perform time-consuming experimental steps, helping pharmaceutical companies by automating and accelerating the drug development process. Preclinical candidates are chemical compounds discovered through research that have the potential to become new drugs for the treatment of a particular disease.",$1M to $10M,2018-09-18,day,11000000,USD,11000000,"Artificial Intelligence, Data and Analytics, Health Care, Information Technology, Software",Active,2021-09-29,,,,,
Dot Residential,https://www.crunchbase.com/organization/dotfund,3000000,USD,3000000,Private,Seed,1-10,"Financial Services, Property Management, Real Estate, Real Estate Investment, Rental Property","Manchester, Manchester, United Kingdom",Turnkey investment properties optimised for short-term rentals,,,"Fraser Armstrong-Watters, Gray Stern, Lucy Sharp",https://dotresidential.com/,For Profit,hello@dotresidential.com,https://www.linkedin.com/company/dot-residential/,"•	Dot is a curated marketplace of design-led properties. We source undervalued properties in fast-growing cities & transform them into high-yielding passive investments. •	Delivering every element of the property lifecycle condensing a typical 6-month buying process into an elegant e-commerce experience •	Enabling global investors to buy, add value, rent and refinance properties seamlessly online - like Amazon one-click for real estate.",$1M to $10M,2018-01-01,year,1500000,USD,1500000,"Financial Services, Real Estate",Active,2018-11-02,,,,,
RHYTHM AI,https://www.crunchbase.com/organization/rhythm-ai,2150000,GBP,2656876,Private,Seed,1-10,,"London, England, United Kingdom",RHYTHM AI is a UK company focused on the treatment of Atrial Fibrillation,,,Simon Hubbert,https://rhythm-ai.com/,For Profit,info@rhythm-ai.com,,"RHYTHM AI is founded on world-leading research from Barts Heart Centre, London, UK and focused on the $5bn Atrial Fibrillation (AF) market and is forecasted to be $18bn by 2026 (16% CAGR).The lead product is the STAR Mapping System™ which proof of concept studies demonstrate improvements in the outcome of Ablation procedures in for patients with persistent AF.  Rhythm AI holds an exclusive global licence to develop and commercialise STAR Mapping™.",,2018-01-01,year,2150000,GBP,2656876,,Active,2019-09-10,,,,,
MoveWise,https://www.crunchbase.com/organization/movewise,1428450,USD,1428450,Private,Seed,1-10,"Property Management, Real Estate, Sales","London, England, United Kingdom",MoveWise is a UK-based proptech company that uses deep technology to help property sellers efficiently sell their homes.,,,Tom Scarborough,https://movewise.co.uk/,For Profit,sales@movewise.co.uk,https://www.linkedin.com/company/movewiseuk/,Movewise helps vendors sell properties at a high price.,,2018-01-01,year,660000,EUR,783731,"Real Estate, Sales and Marketing",Active,2020-08-17,,,,,
BeRightBack,https://www.crunchbase.com/organization/berightback,650000,GBP,858685,Private,Seed,1-10,"Leisure, Subscription Service, Tourism, Travel","London, England, United Kingdom",The world's first fixed price travel subscription service.,,,"Alex Tomlinson, Gregory Geny",https://berightback.travel/,For Profit,hello@berightback.travel,https://www.linkedin.com/company/brb-travel/about/,"The world's first travel subscription company Billed as the 'Netflix of Travel' by the Telegraph and featured on CNBC as the 'Future of Travel', BeRightBack (BRB) is the World's first travel subscription service that delivers tailored trips to 75+ European destinations, with flights and hotel included, for a fixed monthly fee. BRB aims to remove all the hassle for travellers by leveraging ML & AI to match travellers to the best travel packages, whilst offering 'fixed price' travel through its subscription based model, a first in the travel industry.",,2018-06-28,day,500000,GBP,660549,"Community and Lifestyle, Other, Travel and Tourism",Active,2019-03-01,,,,,
Maaind,https://www.crunchbase.com/organization/maaind,80000,GBP,100336,Private,Seed,1-10,"Apps, Artificial Intelligence, Automotive, Consumer Software, Information Technology, Machine Learning, Neuroscience, Software, Wellness","London, England, United Kingdom",Personalised wellbeing through biometrics and neuroadaptive AI,,,"Dzera Kaytati, Martin Dinov, Oleg Lenive",http://www.maaind.com,For Profit,martin@maaind.com,https://www.linkedin.com/company/maaind,"Maaind is a pioneer in neuroadaptive AI technology that powers lifestyle products and environments, enabling wellbeing optimised hyper-personalization. We believe that the state of the world depends on the state of the human mind and we use the latest advances in Brain-Computer Interfaces, biometrics and AI to make personalised wellbeing a part of our everyday lives.",,2018-08-21,day,,,,"Apps, Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Information Technology, Science and Engineering, Software, Transportation",Active,2022-02-22,,,,,
WE ARE PARADOXX,https://www.crunchbase.com/organization/we-are-paradoxx,2218528,GBP,2875733,Private,Seed,1-10,"Consumer, Cosmetics","Belfast, Belfast, United Kingdom",WE ARE PARADOXX is a haircare brand that prioritizes environmental and social responsibility.,,,Yolanda Cooper,http://www.weareparadoxx.com/,For Profit,info@weareparadoxx.com,https://www.linkedin.com/company/we-are-paradoxx/?originalSubdomain=in,"WE ARE PARADOXX is a haircare brand that prioritizes environmental and social responsibility that is 90% plastic-free and 100% clean with no toxins, irritants, and synthetic fragrances in any of the products. WE ARE PARADOXX is on a mission to make sustainable, eco-friendly beauty a viable option for all that offers multi-task products to suit every individual.",Less than $1M,2018-01-01,year,500000,GBP,641019,"Consumer Goods, Other",Active,2019-11-07,,,,,
Hypi,https://www.crunchbase.com/organization/hypi,149999,GBP,205144,Private,Pre-Seed,11-50,"Developer APIs, Enterprise Applications, Information Technology, Mobile Apps, SaaS, Software, Web Apps","London, England, United Kingdom",Hypi is an no-code and low-code application developer community centered around its SaaS and enterprise platforms.,,,"Courtney Robinson, Damion Robinson",https://hypi.io/,For Profit,support@hypi.io,https://www.linkedin.com/company/hypi-universe/,"Hypi build web, mobile and desktop apps for the business. The company adds text, color, call-to-action buttons, images, and more. The company builds workflows, streamline processes, and automate tasks like submitting forms, searching the data, or integrating and querying databases and APIs.",,2018-08-30,day,149999,GBP,205144,"Apps, Information Technology, Mobile, Software",Active,2021-09-24,,,,,
KiKapay,https://www.crunchbase.com/organization/kikapay,580000,GBP,767188,Private,Seed,1-10,"Information Technology, Mobile Payments, Payments","London, England, United Kingdom",KiKa is an open banking payment platform that offers secure payment transfer services.,,,"Chris Moore, Philip Godden",https://www.kikapay.com/,For Profit,,https://www.linkedin.com/company/kikapay/,"KiKa is an online open banking system that offers cost-effective payment services for businesses. The company uses open banking technology to deliver fast and secure payment services and to offer higher transparency and control over their payments while also offering businesses a cost-effective payment service. To simplify payments between customers and businesses, KiKa collaborates closely with all major UK banks.",,2018-02-01,month,,,,"Financial Services, Information Technology, Mobile, Payments, Software",Active,2021-02-15,,,,,
Ahauz,https://www.crunchbase.com/organization/ahauz,300000,GBP,425974,Private,Seed,11-50,"Internet, Software","London, England, United Kingdom",Re-designing home ownership,,,"João Rocha, Karthik Srivats",https://ahauz.com/,For Profit,,https://www.linkedin.com/company/ahauz/,,$1M to $10M,2018-01-01,year,300000,GBP,425973,"Internet Services, Software",Active,2018-01-31,,,,,
Hike SEO,https://www.crunchbase.com/organization/hike-seo,675000,GBP,829151,Private,Seed,1-10,"Advertising, Digital Marketing, SEO","Lutterworth, Leicestershire, United Kingdom",Hike SEO is an SEO platform for startups and small businesses.,,,"Andrew Allen, Kieran Headley",https://hikeseo.co,For Profit,support@hikeseo.co,https://www.linkedin.com/company/hike-seo,"Hike SEO is a piece of software that allows anyone to optimise any website, whether it's their own or one of their clients'. If users can't afford to hire an expert in-house, the prioritised, step-by-step recommendations in the Hike software will help users climb Google. Hiring your own in-house SEO expert who tells you exactly what to do to reach the top of Google is much more affordable for a small business with the Hike platform! Discover more about some of the key features listed below.",$1M to $10M,2018-01-01,year,675000,GBP,829150,"Advertising, Internet Services, Sales and Marketing",Active,2023-01-17,,,,,
Neurocess,https://www.crunchbase.com/organization/neurocess,3400000,USD,3400000,Private,Seed,1-10,"Sensor, Wearables","London, England, United Kingdom",Neurocess offers services as a wearable technology product that increases the training performance and reduces the risk of injury.,,,"Erhan Ertan, Mert Ergeneci",https://www.neurocess.co/,For Profit,,https://www.linkedin.com/company/neurocess-limited/,Neurocess offers services as a wearable technology product that increases the training performance and reduces the risk of injury by analyzing the muscle of professional athletes.,,2018-01-01,year,3400000,USD,3400000,"Consumer Electronics, Hardware",Active,2021-04-05,,,,,
Semarion,https://www.crunchbase.com/organization/semarion,2390000,GBP,3220440,Private,Seed,1-10,"Biotechnology, Health Care, Therapeutics","Cambridge, Cambridgeshire, United Kingdom",Semarion leverages microfabrication technology to build smart materials and develop novel cell assaying applications.,,,,https://www.semarion.com,For Profit,info@semarion.com,https://www.linkedin.com/company/semarion,"Semarion is a spin-out company from the Cavendish Laboratory at the University of Cambridge, operating at the edge of the physical and life sciences. Semarion combines microchip industry materials and techniques engineering and cell biology to tackle unmet drug screening needs.",,2018-01-01,year,2140000,GBP,2907924,"Biotechnology, Health Care, Science and Engineering",Active,2022-02-22,,,,,
Alitu,https://www.crunchbase.com/organization/alitu,500000,GBP,663839,Private,Seed,1-10,"Apps, Information Technology, Podcast","Edinburgh, Edinburgh, City of, United Kingdom","Alitu is a podcast app that can be used to upload, edit and publish podcasts.",,,Colin Gray,https://alitu.com/,For Profit,,,"Alitu is the easiest way to record, edit and publish your podcast. It automates the audio tech, from recording calls, to audio cleanup, to production, and gives you the creative tools to craft a show to grow your audience, your brand or your business.",,2018-05-01,month,500000,GBP,663838,"Apps, Information Technology, Media and Entertainment, Music and Audio, Software",Active,2021-12-01,,,,,
Hero Wellbeing,https://www.crunchbase.com/organization/hero-ed7d,1300000,GBP,1645120,Private,Seed,11-50,"Apps, Communities, Health Care, Information Technology, Non Profit","Leeds, Leeds, United Kingdom","Hero Wellbeing is a positive influence on individuals, organisations and communities by supporting all types of healthy behaviour",,,Joe Gaunt,https://herowellbeing.com/,For Profit,,https://www.linkedin.com/company/hero-wellbeing/,"Hero was formed to have a positive influence on individuals, organisations and communities by supporting all types of healthy behaviour. They create sophisticated and intuitive technology and solutions, to help forward thinking organisations to support employee wellbeing with real measurable ROI.",,2018-01-01,year,1300000,GBP,1645119,"Apps, Community and Lifestyle, Health Care, Information Technology, Other, Software",Active,2019-06-19,,,,,
Lone Design Club,https://www.crunchbase.com/organization/lone-design-club,326869,USD,326869,Private,Seed,1-10,"E-Commerce, Fashion, Retail","London, England, United Kingdom",New Retail. Uniting the brands of tomorrow with the conscious consumer.,,,Rebecca Morter,https://lonedesignclub.com/,For Profit,Rebecca@lonedesignclub.com,https://www.linkedin.com/company/lonedesignclub/,"Lone Design Club is The New Way To Shop. Sustainable independent brands are the future. We exist to revolutionise retail and create a thriving and sustainable fashion ecosystem.   Our unique retail model focuses on utilising data driven, curated short term maximum impact experiential pop up stores married with an engaged digital community and online e-commerce platform. We create an affordable route to market for sustainable brands and a trusted space for conscious global shoppers.",$1M to $10M,2018-05-24,day,60000,EUR,65397,"Clothing and Apparel, Commerce and Shopping, Design",Active,2019-09-30,,,,,
Kingdom Technologies,https://www.crunchbase.com/organization/kingdom-technologies,2400000,GBP,3108801,Private,Seed,1-10,Robotics,"Glasgow, Glasgow City, United Kingdom",Kingdom builds novel robotic lawn mowers for large terrains.,,,Joan Kangro,https://www.kingdom.garden/,For Profit,,,Kingdom builds novel robotic lawn mowers for large terrains.,,2018-01-01,year,2000000,GBP,2615380,"Hardware, Science and Engineering, Software",Active,2022-04-05,,,,,
Niftyz,https://www.crunchbase.com/organization/digital-oracles,650000,USD,650000,Private,Seed,1-10,"Blockchain, Consulting, Marketing, Software","Manchester, Manchester, United Kingdom",The first no-code minting platform for the early stage business ecosystem! Monetise growth and achievements by turning them into NFTs!,,,Sara Simeone,https://www.niftyz.io,For Profit,biz@niftyz.io,https://linkedin.com/company/niftyz,"Niftyz.io is the first no-code minting platform for the early stage business ecosystem! Monetise growth and achievements by turning them into NFTs! Niftyz has expanded the utility of NFTs to monetise business growth by locking valuable content and only granting access to either paying, or desirable users.",,2018-01-01,year,300000,USD,300000,"Other, Professional Services, Sales and Marketing, Software",Active,2022-03-18,,,,,
Sub-10,https://www.crunchbase.com/organization/sub-10,1420000,GBP,1918278,Private,Seed,1-10,E-Learning,"Gateshead, Gateshead, United Kingdom",Sub-10 underpin both content and platform with learning methodology to design courses.,,,,https://sub-10.co.uk,For Profit,,https://www.linkedin.com/company/sub-10/,"Sub-10 provides a platform with AI that curates the content. The learning system that gives companies access to improve compliance, knowledge, and skills The free-thinking AI that creates a customized learning path that is in line with their preferences and performance They are e-learning providers. They support employee engagement and business growth.",,2018-01-01,year,710000,GBP,959139,"Education, Software",Active,2022-01-25,,,,,
Maze Theory,https://www.crunchbase.com/organization/maze-theory,1400000,GBP,1713314,Private,Seed,11-50,"Gaming, Virtual Reality","London, England, United Kingdom",Maze Theory is a virtual reality developer.,,,"Geoff Heath OBE, Ian Hambleton",https://www.maze-theory.com/,For Profit,info@maze-theory.com,https://www.linkedin.com/company/maze-theory/about/,Maze Theory is a virtual reality developer. Maze Theory believe in pushing and redrawing the boundaries of player imagination and bringing to life immersive entertainment experiences that will engage and blow the senses.,,2018-01-01,year,1100000,GBP,1346175,"Gaming, Hardware, Software",Active,2020-05-13,,,,,
Level E Research,https://www.crunchbase.com/organization/level-e-research,1200000,GBP,1648032,Private,Seed,11-50,"Artificial Intelligence, Financial Services, FinTech, Machine Learning","Edinburgh, Edinburgh, City of, United Kingdom",Level E Research is a provider of artificial intelligence (AI) investment solutions.,,,Sonia Schulenburg,https://www.leveleresearch.com/,For Profit,info@leveleresearch.com,https://www.linkedin.com/company/leveleresearch/about/,"Level E Research is a provider of artificial intelligence (AI) investment solutions. Level E Research combines machine learning, data science and behavioural economics enabling institutional investors to develop, test and implement smart investment strategies.",,2018-01-01,year,1200000,GBP,1648032,"Artificial Intelligence, Data and Analytics, Financial Services, Science and Engineering, Software",Active,2021-04-08,,,,,
BuildPartner,https://www.crunchbase.com/organization/buildpartner,344970,GBP,427503,Private,Pre-Seed,11-50,Software,"London, England, United Kingdom",A collaborative pricing platform for construction.,,,Hugo Sells,https://buildpartner.com/,For Profit,,,"BuildPartner collects, models and predicts price data based on real-time information to ensure construction professionals can keep their projects on budget.",$1M to $10M,2018-12-01,month,320000,GBP,397143,Software,Active,2023-01-25,,,,,
BrainPatch,https://www.crunchbase.com/organization/brainpatch,1131868,USD,1131868,Private,Pre-Seed,1-10,"Fitness, Health Care, Wellness","London, England, United Kingdom",BrainPatch is a Neurotechnology startup disrupting the industry of non-invasive brain stimulation.,,,"Dauren Toleukhanov, Nickolai Vysokov",http://www.brainpatch.ai/,For Profit,info@brainpatch.io,https://www.linkedin.com/company/brainpatch/,"BrainPatch is a Neurotechnology startup disrupting the industry of non-invasive brain stimulation. Brainpatch, appreciate that optimal brain stimulation will be complex, non-invasive, unique and different for each  individual.",,2018-03-22,day,500000,USD,500000,"Health Care, Sports",Active,2021-07-07,,,,,
Cato,https://www.crunchbase.com/organization/cato-920f,1000000,GBP,1229175,Private,Pre-Seed,1-10,"Financial Services, FinTech","London, England, United Kingdom",Cato is a fintech company providing a super app to improve consumers financial health;,,,"Eugene Kirwan, Simon Phillips",https://catoe.co,For Profit,contact@catoe.co,https://www.linkedin.com/company/cato-eco/,"Cato is a Super App designed to maximise the financial health of consumers. Powered by leading banking, payments and technology providers as well as services supplied by partners of leading retailers, insurers and advice organisations, Cato provides access to an ecosystem of services and tools all designed to enhance consumers financial health and wellbeing. Using AI and automation Cato will automate the finances of consumers in the UK to help them meet their maximum financial potential.",,2018-05-08,day,1000000,GBP,1229174,Financial Services,Active,2019-10-01,,,,,
ocxee,https://www.crunchbase.com/organization/ocxee,400000,GBP,505168,Private,Seed,11-50,"Consulting, Education, Marketplace, Travel Accommodations","London, England, United Kingdom","We aim to make the student’s life hassle-free and easy. From accommodation, pickup/drop, flight bookings, Job assistance and much more.",,,"Aniruddh Ramani, Meet Kotadia",https://www.ocxee.com,For Profit,info@ocxee.com,https://www.linkedin.com/company/ocxee/?originalSubdomain=in,"OCXEE Ltd is a world leading marketplace offering services to international students who desire to complete their overseas education in a foreign country. From accommodation and forex to SIM cards and furniture rentals, we provide guidance and assistance to foreign students. Our only aim is to help students away from home in a foreign country and to make their stay hassle free. All they need to do is focus on their studies – we will take care of the rest! With our experienced and expert team, OCXEE is reputed, reliable, and the largest leading marketplace for providing comprehensive student services. With our global presence we are able to help international students study abroad at the University or College they wish without worrying about the stress and hassle of moving abroad. What we Do? Here at OCXEE, we make the transition of moving from a student’s home country to a foreign place easy and simple. We take care of all their needs, ranging from accommodation, furniture rentals, money exchange, and local SIM cards and much more. We aim to make the student’s life hassle-free and easy. From pre-landing to post-landing services, our team covers everything with exceptional determination. Being a London-based company, we specialise in offering a wide range of services with the highest level of delivery from our skilled and friendly team. We understand that moving from one country to another can be a daunting task for students and so we are here to make their life and transition easy and simple with our dedicated team. THE CORE STRENGTHS AND MAJOR BENEFITS OF USING OCXEE TO HELP INCLUDE: • Round-the-clock support service for students. • Expert service-providers on-board from around the world. • Robust platform with interactive features for students. • Availability of OCXEE mobile app on IOS and Android Play Store makes it easier for students to connect with us and avail of our services. With our wealth of experience in the industry, we have emerged as a one-stop destination for our students. Catering to all their post-landing needs, we help them by making it easier to cope in a foreign land. Offering our Helping Hand to Students Globally. Our company came into existence through the experience and realisation of the hardships foreign students face when studying abroad. It inspired us to bring experts from various fields together on the same team to lend our helping hands to foreign students facing difficulties. With our services we aim to ensure that we can provide a feeling of home to all our students. We want our students to feel that they have the backing of OCXEE and to take the stress and worry away from studying abroad. We have a worldwide presence and are renowned for providing one-stop solutions to students. Using both technical advancements and our wide spread network, we make it a priority to deliver hassle-free services for international students. Furthermore, we aim  to create the largest marketplace for students globally, a one-stop-shop where all their requirements can be met,” Meet said. In less than three years since it was founded, and despite the disruption caused by the COVID-19 pandemic, Ocxee has extended its services to more than 11,000 students across 100+ countries. Within three years of Ocxee’s existence, Ocxee has supported and assisted more than 11,000 students across 100+ countries; despite the COVID-19 pandemic. At Ocxee, we look to build holistic student engagement programmes. We have a skilled and diverse team hand-picked from across the globe to meet students’ needs. We also have a strong network of connections which allows us to offer our services round-the-clock. Let us Join hands to make life Hassle free for Students.",,2018-10-22,day,250000,GBP,314240,"Commerce and Shopping, Education, Professional Services, Travel and Tourism",Active,2020-07-14,,,,,
Oodee,https://www.crunchbase.com/organization/oodee,1359474,USD,1359474,Private,Seed,,"Beauty, Consumer Goods, Cosmetics, E-Commerce, Health Care, Personal Health, Wellness","London, England, United Kingdom",allergen neutral skincare - next generation clean beauty,,,"Karen Harwood, Victoria Tydeman",https://oodee.com/,For Profit,,,"oodee was created with one simple mission: if you don't eat it, why would you want to put it on your skin. oodee is a uniquely allergen neutral skincare solution that provides the same allergy assurances and nutritional goodness we demand from our food. Formulated without 14 food allergens and 26 IFRA fragrance allergens, we have developed an innovative allergen-free fragrance using groundbreaking single aroma molecules. No synthetics, colorants, skin irritants or sensitizers. oodee is scientifically proven to support optimal skin health. At the heart of every product is our own unique skin-transforming complex, DermaRDE+™ containing 22 vital skin nutrients. A complex blend of vitamins, minerals and antioxidants delivered directly to the skin from a carefully curated selection of veggies, fruits, teas, roots and spices. We call it our daily multivitamin for skin. It was founded in 2017 and is headquartered in London, United Kingdom.",$1M to $10M,2018-01-01,year,326131,GBP,443474,"Commerce and Shopping, Consumer Goods, Health Care",Active,2022-02-03,,,,,
Silveray,https://www.crunchbase.com/organization/silveray,2200000,GBP,2442195,Private,Seed,1-10,"Medical, Medical Device","Stockport, Stockport, United Kingdom",Silveray develop affordable large-area direct conversion detectors for the X-ray imaging market.,,,,https://silveray.co.uk,For Profit,,https://www.linkedin.com/company/silveray-uk,Silveray develop affordable large-area direct conversion detectors for the X-ray imaging market.,,2018-01-01,year,2200000,GBP,2442194,Health Care,Active,2022-10-12,,,,,
Re-Flow,https://www.crunchbase.com/organization/re-flow,860000,GBP,1136279,Private,Seed,11-50,Software,"Exeter, Devon, United Kingdom",Field management software that puts you in control and your team to work.,,,"Leandro Wade, Michael Saunders",https://re-flow.co.uk,For Profit,info@re-flow.co.uk,https://www.linkedin.com/company/re-flow,"Re-flow is a Devon-based company providing award-winning field management software for construction, highways, traffic management, civil engineering, rail and landscaping. The software’s comprehensive set of powerful features spans numerous areas of field management. This includes the creation of digital job packs, which can be fleshed out with attachable site-relevant PDF documents. Events can be scheduled against jobs, and operatives can be assigned, ensuring the right people are on site and effortlessly getting works moving. Work details can even be updated on the fly in the dashboard, synchronised to the app and communicated through the messaging system.  Customisable forms that can be built from the ground up to regulatory standards ensure strict compliance, with real-time data instantly communicated from the app to the dashboard as forms are completed. Going beyond the capabilities of paper forms, submitted data can even trigger automated workflows which can update job progress, or change the status of plant, vehicles and equipment within the system’s records.  With over 180 firms successfully implementing Re-flow field management software, the company is trusted by industry heavyweights such as M.V. Kelly, Colas and BMI who have freed themselves of the many small inefficiencies causing roadblocks in their business and taken their field management to the next level.",,2018-02-13,day,,,,Software,Active,2022-01-31,,,,,
BEDFOLK,https://www.crunchbase.com/organization/bedfolk,1201115,GBP,1678117,Private,Seed,1-10,"E-Commerce, Fashion","Cheltenham, Gloucestershire, United Kingdom",Luxury bedding. Ethically made and honestly priced.,,,"Jo James, Nick James",http://www.bedfolk.com,For Profit,hello@bedfolk.com,https://www.linkedin.com/company/18449890,Luxury bedding made ethically in the world's best mills and sold at a fraction of the traditional retail price.,$1M to $10M,2018-05-18,day,78554,GBP,108915,"Clothing and Apparel, Commerce and Shopping, Design",Active,2021-08-13,,,,,
Carcinotech,https://www.crunchbase.com/organization/carcinotech,1600000,GBP,2037921,Private,Seed,1-10,Medical,"Edinburgh, Edinburgh, City of, United Kingdom",Carcinotech is focused on treating cancers and is based at the Roslin Innovation Centre on the outskirts of Edinburgh.,,,,https://www.carcinotech.co.uk/,For Profit,,https://www.linkedin.com/company/carcinotech-ltd/,Carcinotech is focused on treating cancers and is based at the Roslin Innovation Centre on the outskirts of Edinburgh.,,2018-01-01,year,1600000,GBP,2037920,Health Care,Active,2022-04-25,,,,,
MP,https://www.crunchbase.com/organization/media-players,5000000,USD,5000000,Private,Seed,11-50,"Advertising, Analytics, Data Integration, Marketing","London, England, United Kingdom",Data Driven Marketing,,,GY MR,,For Profit,,,,,2018-01-01,year,5000000,USD,5000000,"Advertising, Data and Analytics, Information Technology, Sales and Marketing, Software",Active,2019-10-31,,,,,
Disputed,https://www.crunchbase.com/organization/disputed,1000000,USD,1000000,Private,Seed,11-50,Artificial Intelligence,"London, England, United Kingdom",Disputed.io develops legal automation and client service tools for litigation lawyers in the AI and security sectors.,,,Steve Shinn,https://www.disputed.io,For Profit,,,"Disputed.io develops legal automation and client service tools for litigation lawyers in the AI and security sectors. The solutions provided by Disputed can assist with all types of class actions (data protection, emissions, equal pay, financial, gig economy, shareholder, securities, bitcoin/cryptocurrency, etc.), volume claims, mass torts, and mass arbitrations. Disputed allows those in the disputes market to do more business by abandoning outdated offline methods in favor of automation and online connectivity.",$1M to $10M,2018-07-31,day,1000000,USD,1000000,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software",Active,2020-11-09,,,,,
LAT Water,https://www.crunchbase.com/organization/lat-water,4849987,GBP,6810678,Private,Seed,11-50,"Environmental Consulting, Renewable Energy, Waste Management, Water Purification","Thatcham, West Berkshire, United Kingdom",LAT Water is a developer of sustainable wastewater treatment solutions.,,,Mark Hardiman,https://latwater.com,For Profit,info@latwater.com,https://www.linkedin.com/company/latwater-limited,"LAT Water is a British technology company developing and implementing new approaches to renewable energy-powered desalination, water, and wastewater treatment. We have received five increasingly large awards totaling nearly two million pounds for innovative technology development from the UK Government.  Our management is a mixture of experienced international staff who share a common passion for the delivery of sustainable solutions to the water crisis facing the planet. Units have been installed and are operating in the UK and China.",,2018-01-01,year,4700000,GBP,6601763,"Energy, Professional Services, Sustainability",Active,2021-05-13,,,,,
Matter.,https://www.crunchbase.com/organization/matter-b2f3,830294,USD,830294,Private,Seed,11-50,"Recycling, Waste Management, Water Purification","Bristol, Bristol, City of, United Kingdom","Matter is a company that provide solutions for capturing, harvesting, and recycling microplastics from wastewater.",,,Adam Root,https://www.mattercaptures.com/,For Profit,hello@matter.industries,https://www.linkedin.com/company/matterindustries/?viewAsMember=true,"Matter is a tech startup from Bristol, is an innovation company that pioneers technology solutions for capturing, harvesting and recycling microplastics.",,2018-01-01,year,368000,GBP,498003,Sustainability,Active,2022-01-06,,,,,
Insurami,https://www.crunchbase.com/organization/insurami,2000000,GBP,2533791,Private,Seed,1-10,"Finance, Insurance, InsurTech, Real Estate, Software, Software Engineering","London, England, United Kingdom",Insurami offers a deposit guarantee platform for commercial real estate,,,"Arnor Davidsson, Majed Chaaraoui",https://www.insurami.com/,For Profit,hello@insurami.com,https://www.linkedin.com/company/insurami/,"Insurami provides smart deposit replacement insurance. Arnor K. Davidsson and Majed Chaaraoui founded it in 2018, with its headquarters in London in the United Kingdom.",,2018-01-01,year,2000000,GBP,2533791,"Financial Services, Real Estate, Science and Engineering, Software",Active,2018-12-20,,,,,
Feedsauce,https://www.crunchbase.com/organization/feedsauce,150000,GBP,199896,Private,Seed,1-10,"E-Commerce, Marketing, Photo Editing, Photography","London, England, United Kingdom",Feedsauce is a platform that allows brands to get custom product photos.,,,Omar Choudhry,https://feedsauce.com/,For Profit,team@feedsauce.com,https://www.linkedin.com/company/feedsauce/,"Feedsauce provides on-demand strong, bespoke instagram images of their product. The images are hand-made, edited, and ready to download. The photography studio as they know it by connecting in real-time with a creator and watches every shot, and every angle appear right in front of there.",,2017-12-22,day,150000,GBP,199896,"Commerce and Shopping, Content and Publishing, Media and Entertainment, Sales and Marketing",Active,2020-11-23,,,,,
Eastnine,https://www.crunchbase.com/organization/eastnine,2000000,GBP,2559590,Private,Seed,1-10,Sports,"London, England, United Kingdom",Eastnine are on a mission to banish the ‘not today’ from daily fitness.,,,"Catriona Forrest, David McCreary, Jason Goodman, Matt Harrison",https://www.eastnine.fit/,For Profit,,https://www.linkedin.com/company/eastnine/about/,"Eastnine connected devices and working with exceptional sporting talent, They are building a no bullshit fitness platform with on-demand group training sessions, structured coaching and creative fitness content. They are a community driven club - built by athletes for athletes of all abilities and connecting our members across the globe.",,2018-01-01,year,2000000,GBP,2559590,Sports,Active,2019-02-14,,,,,
Scribeless,https://www.crunchbase.com/organization/scribeless,400000,GBP,486308,Private,Seed,11-50,"Advertising, Brand Marketing, Direct Marketing, Marketing, Marketing Automation, Personalization","Bristol, Bristol, City of, United Kingdom",We help brands pack more personality into marketing,,,"Alex Robinson, Robert Van Den Bergh",http://scribeless.co/,For Profit,contact@scribeless.co,https://www.linkedin.com/company/scribeless/,"Scribeless develops technology for businesses to automate handwritten marketing in order to generate and retain more business. The platform offers a  wide variety of handwriting styles. In order to make real handwriting that is indistinguishable from actual writing, Scribeless uses AI to learn and recreate real handwriting.",$1M to $10M,2018-01-01,year,400000,GBP,486307,"Advertising, Commerce and Shopping, Sales and Marketing, Software",Active,2019-07-30,,,,,
